index,name,rating,review_count,price,zip_code,id
592,Medina Grill,4.5,62,$,63108,Ut_46Y-g3BsokjYGUHJ5Ng
593,Kingside Diner,3.5,226,$$,63108,7_YYjlT-qRP8h1IkpPWObw
595,Wild Flower Restaurant & Catering,3.5,424,$$,63108,95Ovc1lSnOQwSrjIFhpYrA
596,Hot Box Cookies,4.0,120,$,63108,uReXJy913T1GFIzI_Uga7A
597,The Preston,4.0,107,$$,63108,5UyyV-cdNsXWz1V-xyIW6w
599,Cornflower Coffee & Tea,4.5,34,$$,63108,EKBDN90FwKHr6F7_zzSCZA
604,Pho Grand Restaurant,4.0,607,$,63118,0QYWhij_YZ7Lyk9F6213Sg
613,Tree House Vegetarian Restaurant,4.5,362,$$,63118,VNvJuCTMdGBj4lwC0L1Ghg
619,Meskerem Ethiopian Restaurant,4.0,319,$$,63118,myg9wV_3IgHGa-pVKVjijA
622,The Vine Mediterranean Cafe and Market,4.0,463,$$,63118,BmKCJsV_payJ5ANqC7i85g
623,Guerrilla Street Food,4.0,375,$,63118,A1suinq7EcpyM06JIe7iOA
624,Gelateria Del Leone,4.5,242,$,63118,p7UGlPkE3Gagm9Mq7aHfYg
636,Schlafly Bottleworks,4.0,561,$$,63143,EpREWeEpmR8f1qLHzzF0AA
637,Hi-Pointe Drive-In,4.0,558,$$,63117,3ovV2S7XEAOEk8hCdYKhOA
639,Twin Oak Wood Fired Pizza & BBQ,4.0,314,$$,63144,wCxiDaOI0LVWdqUEWoPv_A
643,Acero,4.5,212,$$$,63143,fAh1DvXplLu66urTBWSjaQ
645,Kaldi's Coffee Roasting Company,4.5,219,$$,63105,qck6waU6WlXBesRKmtsWfg
647,Foundation Grounds Coffeehouse & Cafe,4.0,232,$$,63143,VVHfqUeYyAA9FEsH-6PI2A
649,Pie Oh My!,4.5,109,$$,63143,sMTmX6yttmwIhNWxlNtNfA
650,Seedz Cafe,4.5,186,$$,63105,PLgwTcTuOPHvJhy7nGjx0A
651,Living Room,4.5,183,$$,63143,WY0ji9m-qAOc_6lK8h4pNw
652,Basso,4.0,385,$$,63117,Ghn6flCdNlOchzLA29tkjQ
655,The Blue Duck,4.0,187,$$,63143,z7em5co2qckbAXoDGXynsA
658,Boogaloo,3.5,373,$$,63143,QWENxNxNNW2jhQi2akONJA
678,Benton Park Café & Coffee Bar,4.0,511,$$,63118,kpl3H_sgfTm-tH3Aa-ML7g
687,Frazer's Restaurant & Lounge,4.5,235,$$,63118,SJEtfe8kL60bh3D40KTRMw
690,Olive + Oak,4.5,586,$$$,63119,_4bhVmlvT9dvqydQG2TOMA
691,Balkan Treat Box,5.0,159,$$,63119,sWwVGF9k30IDE4Lpa-XM8g
692,The Clover & the Bee,4.0,243,$$,63119,Nxa362GcR1WWK2og8uJ_sQ
693,Katie's Pizza & Pasta Osteria,4.0,591,$$,63119,C6KP0hSutumHzLDCFyjvJQ
695,Sushi Station,4.0,222,$$,63119,wpmuB2jeDkczlmT0SNIFPA
696,Big Sky Cafe,4.5,234,$$,63119,7qMmN_FB0JJ-8MPNfHwhsA
697,Cyrano's,4.0,270,$$,63119,uqXYVxIwoEsFFjEHBlMZQA
698,The Block,4.0,267,$$,63119,qhsJbgxVNDb0973r3Gjrow
699,Robust Wine Bar,4.0,228,$$,63119,nGElMRWr0BcQKFPa4ZBMYA
701,Hwy 61 Roadhouse & Kitchen,3.5,346,$$,63119,cCMYCWvvYFQbAbEY4Gnrxg
702,Serendipity Homemade Ice Cream,4.0,169,$,63119,vRj1rgF4ZpwGt97MbcRzqg
703,Carl's Drive In,4.0,236,$,63144,sikefl5Nj00MNQ1OUyCEcg
704,The Frisco Barroom,3.5,216,$$,63119,RcsTutp1103SGiYtam7xRg
705,Yummi Tummi,4.5,112,$,63143,S51xnoezpcCY8jd96_hXfQ
706,Yolklore,4.0,205,$$,63119,6FvC6w810uf6O7Ocd6Wpog
707,The Boardwalk Cafe,3.5,154,$,63119,JkBiCY04rSSAa7qrawqUsg
712,Porter's Fried Chicken,4.0,181,$,63143,vs0oc4GRG0bUwpTdJ_tjlw
713,Tei Too,3.5,122,$$,63119,V7-YzHrBVY8lLHaG_kS7AQ
714,St. Louis Wing Company,4.0,136,$$,63119,GlUp8Ls2x2vToByiAtSnYw
715,Krab Kingz Seafood,4.5,93,$$,63119,iF2WYnjnWg0-wxEw7daBgQ
716,Nothing Bundt Cakes,4.5,44,$$,63144,G503RdNVGztzLuBfNY4l3A
717,Joy Luck Buffet,3.5,262,$$,63144,7glfum-JcIAjxD5fJ92Wig
718,Kolache Factory,4.0,131,$,63144,P1rfYX62C_HD4t3TjO41BQ
719,King Edwards Fried Chicken,4.0,123,$,63119,nkzhe-nViX6e-lBdhDLbGg
720,Roper's Ribs,4.5,78,$$,63136,a3bZJ-XVjDLS6cs5VuEFOg
722,Country Girl's Pie Shop,4.0,19,$,63115,0KwD4kiiIPoTOrHXVxwTyA
723,Imo's Pizza,2.5,55,$$,63115,ZxYFj8qagM3LYqd-SlDrgA
725,Shell City Crab Shack,3.5,55,$$,63113,Yy7oNvAgFKRjl2u35HwepQ
726,C & K Barbecue,3.0,24,$$,63121,ndrcxVKd-z_M-GiG5w8kYA
728,St Louis Q,4.0,14,$,63136,VV4l-yVqI2RDR0PYt6QDlA
729,CBS Barbeque,5.0,5,$,63120,hNYgEnEfGAvHyuHuMHsWMQ
730,Jaden's Diner,4.0,17,$,63113,8CnKudR0MeSCIQVDuVs_WQ
731,London's Wing House,3.5,21,$,63133,CEsFAZp1pBf3sicoZa9AYw
732,Lisa's Chop Suey,4.0,14,$,63136,mMYOD9QWfYXo1LY2RPEN7A
733,Slice Of The Hill,4.0,19,$,63110,Nt6YIbkXIwoOj-omc9Sqgg
734,St Louis Fish and Chicken,4.5,6,$$,63112,FTsU1vykdDcqfP1uhqG9YQ
735,Velvet Freeze Ice Cream,4.0,11,$,63136,wdHEsSUZGjgfaFKMABXPUA
737,Yet Bun Chop Suey,4.0,4,$,63120,YgO7Rsia2ggQQ8uOGvKWTQ
738,Mom's Kitchen,3.0,13,$$,63112,6tyCAUL8uW3zuWKmncim5A
740,Billy Burk's Snack Shop,4.5,5,$,63113,_kMxqmHYnF1LhTvHioykQw
744,Destination Desserts,4.0,14,$,63146,byL9LvjgOvtzXn7mPxbPhA
