,index,business_id,review_id,reviewer_rating,reviewer_full,short name,gender,name,rating,zip_code,review_count,price,price_num
132,0,2aZNVfzU-3672SjRHnPoOA,u7NrnJPyAR8Z63sJ5iuegg,5,Vivienne C.,vivienne,Female,Clementine's Naughty & Nice Creamery,4.5,63105,174,$$,2
134,1,2aZNVfzU-3672SjRHnPoOA,QpmwxBqjh3Tcis3GOR4HqA,5,Cheryl T.,cheryl,Female,Clementine's Naughty & Nice Creamery,4.5,63105,174,$$,2
136,2,2aZNVfzU-3672SjRHnPoOA,P9doCXFsu-BR-O3MCVCi8Q,4,Faye T.,faye,Female,Clementine's Naughty & Nice Creamery,4.5,63105,174,$$,2
138,1,2zscMai3s2qePfovwetPcg,LP4TlsrLBhFU-u4u4KEcwg,4,Dave D.,dave,Male,MOD Pizza,4.5,63122,60,$$,2
139,0,31_JqV2ZinZ7Uo4DKiKFEQ,sU2KMylA3QVMoW6Ct6rkDQ,4,Nathan T.,nathan,Male,Northland Chop Suey Chinese Restaurant,5.0,63136,8,$,1
142,1,31_JqV2ZinZ7Uo4DKiKFEQ,Sn1H_JdEl66J_nri_vHcuw,5,Andrew M.,andrew,Male,Northland Chop Suey Chinese Restaurant,5.0,63136,8,$,1
145,2,31_JqV2ZinZ7Uo4DKiKFEQ,lsA_cKFSO1e1ePQs55OnqQ,4,Valerie K.,valerie,Female,Northland Chop Suey Chinese Restaurant,5.0,63136,8,$,1
148,0,33l2XVp01d8kltTs_UMJ8A,R5JgicBCFr1PIuRf_b5qqg,5,Amber M.,amber,Female,Truffles,4.5,63124,130,$$$,3
149,1,33l2XVp01d8kltTs_UMJ8A,bqpua-E7ka04U4iTFknXBg,4,Lizzy L.,lizzy,Female,Truffles,4.5,63124,130,$$$,3
150,2,33l2XVp01d8kltTs_UMJ8A,4F0j3_zIBBaLOqwT5MVzUw,4,Abigail L.,abigail,Female,Truffles,4.5,63124,130,$$$,3
151,0,37dCsVwCe8yWPkW7TXCLCA,w_VSvmGwHGk1fF4SAjOq7g,5,Dan J.,dan,Male,Melo's Pizzeria,5.0,63104,103,$$,2
152,1,37dCsVwCe8yWPkW7TXCLCA,Unn08ErU_E4ziL2NpLmKWg,4,Zack G.,zack,Male,Melo's Pizzeria,5.0,63104,103,$$,2
153,2,37dCsVwCe8yWPkW7TXCLCA,FNrEsXAtsJVAANSy0-5O2g,5,Micah G.,micah,Male,Melo's Pizzeria,5.0,63104,103,$$,2
154,0,3AZjEgNM6CiOePDKKAQWgA,diITXEDX93lRG5yB-aYMRw,5,Christina C.,christina,Female,DD Mau Vietnamese Eatery,4.5,63043,171,$$,2
155,1,3AZjEgNM6CiOePDKKAQWgA,eK0aZ4TLMaiHzw5T34y2SA,5,Allen W.,allen,Male,DD Mau Vietnamese Eatery,4.5,63043,171,$$,2
156,2,3AZjEgNM6CiOePDKKAQWgA,_kuQz3sm-293ZFrbjDqarA,5,Chris K.,chris,Male,DD Mau Vietnamese Eatery,4.5,63043,171,$$,2
157,0,3M2zIKwVz2J63SlNiirgVA,WtVnortdVgBcaRNbTsU3nw,5,Cynthia K.,cynthia,Female,San Jose Mexican Restaurant,3.5,63126,113,$$,2
158,1,3M2zIKwVz2J63SlNiirgVA,RaMd63P8woE7dRkDy4hTqQ,4,Julie L.,julie,Female,San Jose Mexican Restaurant,3.5,63126,113,$$,2
159,0,3VYxaeo6BJNHbVIIfmWN_w,D98kb6fYw94EpGSwEV70Rg,5,Katherine G.,katherine,Female,Vicia,4.0,63108,233,$$,2
160,1,3VYxaeo6BJNHbVIIfmWN_w,vAIajmFI6JO3cluR9BjCYg,2,Carol J.,carol,Female,Vicia,4.0,63108,233,$$,2
161,2,3VYxaeo6BJNHbVIIfmWN_w,e9mV2EtbH6kr5w5KrNNgXA,4,Maggie H.,maggie,Female,Vicia,4.0,63108,233,$$,2
162,0,3XXt0s_SDC9SyFTiIPNSgA,lMvjTTqNOad7rhgKBeJM6g,5,Mohammed B.,mohammed,Male,The Original Pancake House,4.0,63124,284,$$,2
164,2,3XXt0s_SDC9SyFTiIPNSgA,BSvY6DPZBbWyDS6MXuM21g,2,Marilyn A.,marilyn,Female,The Original Pancake House,4.0,63124,284,$$,2
166,0,3XirYkP9PJvVXIEDPNNXLA,wRRGaIuyLjUbv_pHbZwcsg,5,Sara L.,sara,Female,Crown Candy Kitchen,4.5,63106,514,$,1
169,1,3XirYkP9PJvVXIEDPNNXLA,HdGBSguVXQUNK3lXrrGh-g,3,Danette A.,danette,Female,Crown Candy Kitchen,4.5,63106,514,$,1
172,0,3f6HTECaJK4vQr4VSU1xsQ,ez0Nv6RnKH7b6mpu3zGMTw,4,Brett F.,brett,Male,Rich & Charlie's,3.5,63129,64,$$,2
173,1,3f6HTECaJK4vQr4VSU1xsQ,HpwAv0_Wi0fvWFKg0BJIVg,5,John H.,john,Male,Rich & Charlie's,3.5,63129,64,$$,2
174,2,3f6HTECaJK4vQr4VSU1xsQ,1u1HKOgBw-nQq2yoT_-KyQ,3,Jennifer M.,jennifer,Female,Rich & Charlie's,3.5,63129,64,$$,2
175,0,3ovV2S7XEAOEk8hCdYKhOA,IQ5j-XWu8dkzTORzQQxnhg,5,Anthony A.,anthony,Male,Hi-Pointe Drive-In,4.0,63117,557,$$,2
176,1,3ovV2S7XEAOEk8hCdYKhOA,cbzhZJfTuh20o6pkzS0z9g,3,Joseph J M.,joseph,Male,Hi-Pointe Drive-In,4.0,63117,557,$$,2
177,2,3ovV2S7XEAOEk8hCdYKhOA,hTSy3HRBvYoPiMBRFwlMmQ,4,Eric N.,eric,Male,Hi-Pointe Drive-In,4.0,63117,557,$$,2
178,1,3qpubK1C8SsDcq8BeKOEbA,CMpFSqh0RrU8WAWXTRCw8A,3,Allen W.,allen,Male,HopCat - St Louis,4.0,63130,150,$$,2
179,2,3qpubK1C8SsDcq8BeKOEbA,i31hIjN5HP5o_KgCRWjkGA,3,Mark L.,mark,Male,HopCat - St Louis,4.0,63130,150,$$,2
180,0,3zI7Ka2_ZsKh4UwbSFnXdw,CIu0dXjbBo360GU02wMeRw,5,Katy C.,katy,Female,Lulu's Local Eatery,4.5,63118,438,$,1
182,1,3zI7Ka2_ZsKh4UwbSFnXdw,DyYQNkTKcqMHUu7IkIGaAA,5,Lisa N.,lisa,Female,Lulu's Local Eatery,4.5,63118,438,$,1
184,2,3zI7Ka2_ZsKh4UwbSFnXdw,s_3FN56nkNQwXNYWTuQozg,5,Eleni B.,eleni,Female,Lulu's Local Eatery,4.5,63118,438,$,1
186,1,40ovn6SAc5c7v84bRzpB2Q,DRbHrr9lbH_wFJhOMHmsaA,2,Michelle L.,michelle,Female,Texas Roadhouse,3.5,63122,98,$$,2
187,2,40ovn6SAc5c7v84bRzpB2Q,6CQkebvACIT7rQdNXnGJNA,5,Andrea S.,andrea,Female,Texas Roadhouse,3.5,63122,98,$$,2
188,0,4EbwDR58_1Lm54Oru_Dfxw,v80EXsnznspHp9-fkBFt-Q,4,Jennifer L.,jennifer,Female,Cafe Telegraph,4.0,63125,200,$$,2
189,1,4EbwDR58_1Lm54Oru_Dfxw,p3lzdtdx-eVfb_3bwBYh-w,5,Brooke H.,brooke,Female,Cafe Telegraph,4.0,63125,200,$$,2
190,2,4EbwDR58_1Lm54Oru_Dfxw,qp4IJhejRJzsxzbbYAZGAw,5,Donna M.,donna,Female,Cafe Telegraph,4.0,63125,200,$$,2
191,1,4bNFWpQtS5PtfjXuxTc-GQ,hJ4gjtVyxWrdOeFymY_otQ,5,Brian H.,brian,Male,The Foundry Bakery,5.0,63043,110,$,1
192,0,4lm1dUvP7GPgyJqUlLxcYg,VAxuHpjbIhUGwJmgBB66zw,5,Erika K.,erika,Female,Taqueria Durango,4.0,63132,180,$,1
194,1,4lm1dUvP7GPgyJqUlLxcYg,OTdFdaPxljewnzpr_3Rjrg,5,Lily R.,lily,Female,Taqueria Durango,4.0,63132,180,$,1
196,2,4lm1dUvP7GPgyJqUlLxcYg,k2ZP9rGUCRqODcVFiAusvQ,4,Jon T.,jon,Male,Taqueria Durango,4.0,63132,180,$,1
198,0,4mGnHfvwjE6P-vuKowHzCQ,ZN1Fxk_mfMePj8T-tiwrYw,5,Meredith W.,meredith,Female,Taco Buddha,4.5,63130,188,$$,2
201,1,4mGnHfvwjE6P-vuKowHzCQ,YYrlgPH1kalsS7vACI7vVA,4,Melissa M.,melissa,Female,Taco Buddha,4.5,63130,188,$$,2
204,2,4mGnHfvwjE6P-vuKowHzCQ,izc18gugt5cTWDf26YDo1A,4,Patt C.,patt,Female,Taco Buddha,4.5,63130,188,$$,2
207,0,4oe5dLfE283zx0aw6BHKTA,lERmK8AGZmI9hMq_d6TmKA,5,Kelly M.,kelly,Female,Dressel's Public House,4.0,63108,388,$$,2
210,1,4oe5dLfE283zx0aw6BHKTA,WmMKCN9UV8FVOpwtc86c1g,5,Austin K.,austin,Male,Dressel's Public House,4.0,63108,388,$$,2
213,2,4oe5dLfE283zx0aw6BHKTA,hCvX2W-eMcQzFmcmZukmLg,5,Bai L.,bai,Male,Dressel's Public House,4.0,63108,388,$$,2
216,0,4r3Ck65DCG1T6gpWodPyrg,_jNKbDXxbq3T8BMUufO5Eg,5,Daniel S.,daniel,Male,Bridge Tap House and Wine Bar,4.0,63101,698,$$,2
221,1,4r3Ck65DCG1T6gpWodPyrg,rCQnMaTMV5qbbhkGl_C8Wg,4,Mary D.,mary,Female,Bridge Tap House and Wine Bar,4.0,63101,698,$$,2
226,2,4r3Ck65DCG1T6gpWodPyrg,nwzFWikv-xsaTGNg5EF62Q,2,Aaron O.,aaron,Male,Bridge Tap House and Wine Bar,4.0,63101,698,$$,2
231,0,4uZUHjSonatwt-02yqJp6w,4FyszXFoCbVZghdgGJyXsw,5,Mark H.,mark,Male,Olive Street Cafe,4.0,63141,276,$$,2
233,1,4uZUHjSonatwt-02yqJp6w,quwgz4QAbe6ijGL49-nW1A,5,Heather R.,heather,Female,Olive Street Cafe,4.0,63141,276,$$,2
235,2,4uZUHjSonatwt-02yqJp6w,Oo8DoPPv94Ug3NDoxK-H4w,4,Prachi M.,prachi,Female,Olive Street Cafe,4.0,63141,276,$$,2
237,0,50QTrfSrow-F2Avsjabl8w,lCvhp841jpSW1M6ZACxm-g,5,Chris C.,chris,Male,Piekutowski's European Style Sausage,4.0,63107,18,$$,2
238,1,50QTrfSrow-F2Avsjabl8w,S5UpcpNiM0sHF5w6hdzKnw,4,David A.,david,Male,Piekutowski's European Style Sausage,4.0,63107,18,$$,2
239,2,50QTrfSrow-F2Avsjabl8w,f61Csf8oJ0AsmACyM9hEgw,5,Darrell W.,darrell,Male,Piekutowski's European Style Sausage,4.0,63107,18,$$,2
240,0,54X8EMNaeeMjleWUZENl6w,ul8DwWeygOUMuzXkZ3kI1g,1,Erma B.,erma,Female,New York Grill,3.5,63136,9,$,1
241,1,54X8EMNaeeMjleWUZENl6w,7zujh_wOHvVfIoj7afnymw,5,Todd W.,todd,Male,New York Grill,3.5,63136,9,$,1
242,2,54X8EMNaeeMjleWUZENl6w,34_IUExU4DFF-4cvWSYrkQ,5,Tosha M.,tosha,Female,New York Grill,3.5,63136,9,$,1
243,0,55GmNphU0DhtkvG5lSZ49w,pue8oiMZkLmmc2EIzc5PWQ,5,Kelli K.,kelli,Female,Westport Social,3.5,63146,166,$$,2
244,1,55GmNphU0DhtkvG5lSZ49w,-vJBbsQlIhQUyxcAO-xfWg,5,David W.,david,Male,Westport Social,3.5,63146,166,$$,2
245,2,55GmNphU0DhtkvG5lSZ49w,1OGfgMsJwx6d6Js-W9Em6g,4,Christina P.,christina,Female,Westport Social,3.5,63146,166,$$,2
246,0,56M2bwaaSzcmzr2dyEfYQw,CunlbCg4wPbxEs8jS1ctNQ,5,Conrad F.,conrad,Male,Adriana’s On The Hill,4.5,63110,356,$$,2
248,1,56M2bwaaSzcmzr2dyEfYQw,PNOKsHwu2czWnQJiucHuGw,5,Denise Y.,denise,Female,Adriana’s On The Hill,4.5,63110,356,$$,2
250,2,56M2bwaaSzcmzr2dyEfYQw,X_ZGIDLzqIQH4A4dCK3Qow,5,Andy K.,andy,Male,Adriana’s On The Hill,4.5,63110,356,$$,2
252,0,56TulnfOZy0JI96zwVv27w,e0GHEjD032ofLoLvQGBSdA,5,Riana Elizabeth E.,riana,Female,Gioia's Deli,4.5,63110,302,$,1
254,1,56TulnfOZy0JI96zwVv27w,FxtM61_DRAgJxd46nJ_JAA,4,Kelly S.,kelly,Female,Gioia's Deli,4.5,63110,302,$,1
256,2,56TulnfOZy0JI96zwVv27w,DN3Y8uAH1kM2fiAskmApNg,4,Isaac T.,isaac,Male,Gioia's Deli,4.5,63110,302,$,1
258,0,5dKDUPQaC7aMxqzMUsKXIg,7pLBwoA_9yTIRWMNnMavFQ,5,Andrew M.,andrew,Male,Cellar House,4.5,63129,40,$$,2
259,1,5dKDUPQaC7aMxqzMUsKXIg,GwSYdug_gudwH2WTYl1Vmw,5,Alyssa W.,alyssa,Female,Cellar House,4.5,63129,40,$$,2
260,2,5dKDUPQaC7aMxqzMUsKXIg,AL4sH6F6Y1MfjWtUwB7yrA,4,Renee I.,renee,Female,Cellar House,4.5,63129,40,$$,2
261,0,5mDneH5wP5VN_7GVe-PudQ,SuxiEjYfzO0sAcga8MzGHA,5,Mary D.,mary,Female,Narwhal's Crafted,4.5,63108,184,$$,2
263,1,5mDneH5wP5VN_7GVe-PudQ,ITrzTQSiwNTR12O-eWqakg,4,Faye T.,faye,Female,Narwhal's Crafted,4.5,63108,184,$$,2
265,2,5mDneH5wP5VN_7GVe-PudQ,p5VtnGnKwp8Qk_EghaDKow,4,Caitlin K.,caitlin,Female,Narwhal's Crafted,4.5,63108,184,$$,2
267,0,62pABDhLkUPAcNgxum_mpw,3LcJTTfWnC5InCqVhcOVDA,5,Mark S.,mark,Male,Cafe Provencal,4.0,63122,99,$$$,3
