,index,business_id,review_id,reviewer_rating,reviewer_full,short name,gender,name,rating,zip_code,review_count,price,price_num
269,1,62pABDhLkUPAcNgxum_mpw,dHVNjkqbxGKjxzO5ErI1nw,4,Tom C.,tom,Male,Cafe Provencal,4.0,63122,99,$$$,3
271,2,62pABDhLkUPAcNgxum_mpw,bvUY27_kSOBJbS-N78hx9Q,4,Katie G.,katie,Female,Cafe Provencal,4.0,63122,99,$$$,3
273,0,6EKawoqscJ0IYNjtfpd0_w,HqE4kJAigpzMTCcEYsXBhQ,5,Michael W.,michael,Male,Kabul Express STL,5.0,63125,77,$,1
275,1,6EKawoqscJ0IYNjtfpd0_w,HasQfaQLL_nHw3cQsD0b0g,5,Steve S.,steve,Male,Kabul Express STL,5.0,63125,77,$,1
277,2,6EKawoqscJ0IYNjtfpd0_w,5qB7X8lXHGximfutbovT_w,5,Tara B.,tara,Female,Kabul Express STL,5.0,63125,77,$,1
279,0,6FvC6w810uf6O7Ocd6Wpog,YsvoW25HSDv8c2U-0yP1mA,5,Dawn L.,dawn,Female,Yolklore,4.0,63119,205,$$,2
281,1,6FvC6w810uf6O7Ocd6Wpog,ppecHOUFWnOdxmFs38bA5g,2,Steve B.,steve,Male,Yolklore,4.0,63119,205,$$,2
283,2,6FvC6w810uf6O7Ocd6Wpog,y2Hg-SKZeW4X-hktef-Wjw,5,Mary Margaret M.,mary,Female,Yolklore,4.0,63119,205,$$,2
285,0,6Gx45ltNNZvjzVBO6ZgVOg,gFZzpbi9gkcJGbZPlx8cjA,5,Jim C.,jim,Male,Three Kings Public House,4.0,63126,125,$$,2
287,2,6Gx45ltNNZvjzVBO6ZgVOg,CdU9HkKk9nA3sNpmQC6s6Q,1,Dave D.,dave,Male,Three Kings Public House,4.0,63126,125,$$,2
289,0,6JekbYlD5cGNBEEhZRHKAQ,Un6t6yt22rD8x9fIwMhK0w,4,Michael M.,michael,Male,Frankie Gs Grill & Bar,3.5,63129,82,$$,2
290,1,6JekbYlD5cGNBEEhZRHKAQ,2OuSIV6dn3DcGZugIg0dRQ,2,Meighan W.,meighan,Female,Frankie Gs Grill & Bar,3.5,63129,82,$$,2
291,2,6JekbYlD5cGNBEEhZRHKAQ,J_w6FcqZK2SViDYJj_goig,4,Christina C.,christina,Female,Frankie Gs Grill & Bar,3.5,63129,82,$$,2
292,1,6SUvtHmZMW3rjn4hP73kWg,yhKiqwOs3sXGgkFhLuFgow,1,Joann S.,joann,Female,MI Hungry Catering & BBQ,3.0,63114,59,$$,2
293,2,6SUvtHmZMW3rjn4hP73kWg,vsdLsjGirqEVrLYayJ7eCg,1,Jacqueline M.,jacqueline,Female,MI Hungry Catering & BBQ,3.0,63114,59,$$,2
294,1,6ocjEAlJYLZu0SksTMUZRg,uzxd7d18L7aHJBTpMJYzaQ,3,Karla H.,karla,Female,Playboy El Cappuccino,3.5,63147,21,$$,2
296,0,6r9FNW0-4aKqbPCX7UxTZg,L0r7kkP6Nv3e5g7ywIJWjg,4,Annette R.,annette,Female,Maggiano's Little Italy,3.5,63117,332,$$,2
297,1,6r9FNW0-4aKqbPCX7UxTZg,XfBJvsVBmI2d33e1huLJDw,5,Bill K.,bill,Male,Maggiano's Little Italy,3.5,63117,332,$$,2
298,2,6r9FNW0-4aKqbPCX7UxTZg,1Apy6kiZ8A1k7jPeVp0PBg,5,Brett B.,brett,Male,Maggiano's Little Italy,3.5,63117,332,$$,2
299,0,6tyCAUL8uW3zuWKmncim5A,YUDKshH3YqGtdfam6eypxA,5,Todd W.,todd,Male,Mom's Kitchen,3.0,63112,13,$$,2
300,1,6tyCAUL8uW3zuWKmncim5A,n_7m1cimc6PIHWgCObdllQ,1,Jackie E.,jackie,Female,Mom's Kitchen,3.0,63112,13,$$,2
301,2,6tyCAUL8uW3zuWKmncim5A,N4gjSsisSKbCp_HNPY026A,2,Jason J.,jason,Male,Mom's Kitchen,3.0,63112,13,$$,2
302,0,6uDjRpAfvKIEWuI1auLpkg,rFu7CuRNHZBsgCAknBqYjA,5,John G.,john,Male,Uncle Leo's Pizza,4.5,63123,41,$$,2
303,1,6uDjRpAfvKIEWuI1auLpkg,Zi3krFerHq9VdL-rm3bXWw,5,Mary Margaret M.,mary,Female,Uncle Leo's Pizza,4.5,63123,41,$$,2
304,2,6uDjRpAfvKIEWuI1auLpkg,4MFX6vTftAD4O3RJ_r6gyQ,5,Andrew B.,andrew,Male,Uncle Leo's Pizza,4.5,63123,41,$$,2
305,1,6yw6rcys6FuMnbatD0lEcA,bPEukpu5-G_s_MNc9K8ehQ,5,Gloria R.,gloria,Female,Starbucks,4.0,63135,11,$$,2
307,2,6yw6rcys6FuMnbatD0lEcA,4-dbl3hQ1dDw7LX_IdpEMg,4,Darla E.,darla,Female,Starbucks,4.0,63135,11,$$,2
309,0,73ZXjIfdHJs59XOzKHQ45g,lBVCnCekXkFOPujMtfcTpQ,5,Mark S.,mark,Male,The Crossing,4.5,63105,183,$$$,3
310,1,73ZXjIfdHJs59XOzKHQ45g,lhHKsnqeStnu6R8TVOpKrg,5,Katie G.,katie,Female,The Crossing,4.5,63105,183,$$$,3
311,2,73ZXjIfdHJs59XOzKHQ45g,niKXGTa9LLPb8NNQKmvc_g,5,Kate T.,kate,Female,The Crossing,4.5,63105,183,$$$,3
312,0,79nXYNRPoZBc9_y_OLZg2w,YpqKWcAxAKYWCJ89v1_PCQ,5,Max R.,max,Male,Mission Taco Joint,4.0,63108,237,$$,2
313,1,79nXYNRPoZBc9_y_OLZg2w,igwDrkoYTU_ihJsaNCDF0w,3,James T.,james,Male,Mission Taco Joint,4.0,63108,237,$$,2
314,2,79nXYNRPoZBc9_y_OLZg2w,clZDqxuaRi8esAa-3UHKbA,4,Ed S.,ed,Male,Mission Taco Joint,4.0,63108,237,$$,2
315,1,7AjM-d3gsgpvKDQSX6QCuA,_lgomF86cYUTqXm3FQvU2w,1,Shauna H.,shauna,Female,Bristol Seafood Grill,4.0,63141,483,$$$,3
317,2,7AjM-d3gsgpvKDQSX6QCuA,0KLK7WxVkKWn9xFS1SeEUA,4,Valerie T.,valerie,Female,Bristol Seafood Grill,4.0,63141,483,$$$,3
319,0,7ZQYMFjKj7AK1vzCi0BNyg,BiJVi1w7PtxrRCszXi-tTA,5,Patt C.,patt,Female,The Piccadilly at Manhattan,4.0,63143,231,$$,2
320,1,7ZQYMFjKj7AK1vzCi0BNyg,ANcVgt5h_Iwxz5dl65rWWQ,4,Adrian W.,adrian,Male,The Piccadilly at Manhattan,4.0,63143,231,$$,2
321,2,7ZQYMFjKj7AK1vzCi0BNyg,e-9GVg0XXxkGZmspz8OQcA,5,Amber D.,amber,Female,The Piccadilly at Manhattan,4.0,63143,231,$$,2
322,2,7iL_h9OsbW0T7MiiLbrbAA,KWDv3n3CLzOCMZ8sRBKO6Q,4,Andy K.,andy,Male,Maria's Deli,4.5,63114,46,$,1
324,1,7jAhxpERKakOQsxepweZsA,rl9CGjj6iCK1NtvseHd97w,5,Rob D.,rob,Male,Papa Murphy's,4.5,63129,14,$$,2
325,2,7jAhxpERKakOQsxepweZsA,RU_NRuAOarumIkPkrxyP_Q,5,Susan P.,susan,Female,Papa Murphy's,4.5,63129,14,$$,2
326,0,7m9QY137WtxvdhgSUdetaw,mDjwdqdi8DKTOKnjBgoyzw,5,Ace S.,ace,Male,River Des Peres Yacht Club,4.5,63111,38,$,1
327,1,7m9QY137WtxvdhgSUdetaw,7mV-cGi3Jqg02kMsn8A5XA,3,Bill A.,bill,Male,River Des Peres Yacht Club,4.5,63111,38,$,1
328,2,7m9QY137WtxvdhgSUdetaw,-skkg4RPtEAEzJMuDBbbUw,1,Catherine B.,catherine,Female,River Des Peres Yacht Club,4.5,63111,38,$,1
329,0,7px2-a7oz__Xl6XdGqRv3g,uDWXXTTXIwsrzcniRWpF6w,1,Zachary V.,zachary,Male,Jack in the Box,2.5,63137,6,$,1
331,1,7px2-a7oz__Xl6XdGqRv3g,7ppW-4TzHcQKH9bFsP9_IA,3,Jim J.,jim,Male,Jack in the Box,2.5,63137,6,$,1
333,2,7px2-a7oz__Xl6XdGqRv3g,M5Ic7QwjGo567o9ZChv95Q,1,Kimberly B.,kimberly,Female,Jack in the Box,2.5,63137,6,$,1
335,0,7qMmN_FB0JJ-8MPNfHwhsA,ruL0A4z9kZcOHLOuIJ3Gng,5,Greg D.,greg,Male,Big Sky Cafe,4.5,63119,234,$$,2
336,2,7qMmN_FB0JJ-8MPNfHwhsA,WItJuAbA0kWFDYPcRvX9FA,4,Bob B.,bob,Male,Big Sky Cafe,4.5,63119,234,$$,2
337,1,8CnKudR0MeSCIQVDuVs_WQ,E4v-d-kVk6zjXOR5YSeTxg,4,Linda B.,linda,Female,Jaden's Diner,4.0,63113,17,$,1
338,2,8CnKudR0MeSCIQVDuVs_WQ,c2QngFo0Lg7VWbcJMdo9NQ,5,Holly S.,holly,Female,Jaden's Diner,4.0,63113,17,$,1
339,0,8GjqBLemPdZjHyk3-Zio7w,ukGMsYpGD2xD6QNwHh8Jtw,5,Kimberly B.,kimberly,Female,Montrey's Cigar Lounge,4.5,63135,23,$$,2
342,1,8GjqBLemPdZjHyk3-Zio7w,EhXcmtra8GkYf3m8GALR3A,4,Kevin B.,kevin,Male,Montrey's Cigar Lounge,4.5,63135,23,$$,2
345,2,8GjqBLemPdZjHyk3-Zio7w,KhHIvS-DlnZ3pwNmFsSiEw,5,Jim H.,jim,Male,Montrey's Cigar Lounge,4.5,63135,23,$$,2
348,0,8S2hOkzWzpkJLybVOTSCLw,EcIDuXnt_bbS5eRmSYXn5A,4,Prachi M.,prachi,Female,Crushed Red,4.0,63141,135,$$,2
350,1,8S2hOkzWzpkJLybVOTSCLw,rAqYSB5u6T1VBWDpTPX1og,3,Marie S.,marie,Female,Crushed Red,4.0,63141,135,$$,2
352,2,8S2hOkzWzpkJLybVOTSCLw,VEwdh1QXB92tHy2NJpSiMw,5,Brad S.,brad,Male,Crushed Red,4.0,63141,135,$$,2
354,0,8V9G6dC9sLCGp1LQVrmXwA,_u8QzX5E-jopCp0yLMT2wQ,5,Emma S.,emma,Female,Aya Sofia,4.0,63109,282,$$,2
355,1,8V9G6dC9sLCGp1LQVrmXwA,pgoNdc0DYffJElZfXc9EoA,5,Melissa K.,melissa,Female,Aya Sofia,4.0,63109,282,$$,2
356,0,8ZFC_TnP_hAsn0rgoK7KAA,2lkJp0g787QS7wJcvon-rA,5,Max R.,max,Male,Chimichanga's Mexican Restaurant,3.5,63111,200,$,1
357,1,8ZFC_TnP_hAsn0rgoK7KAA,2pSKYWNNJ7W1y4w-5MxNdA,5,Jason B.,jason,Male,Chimichanga's Mexican Restaurant,3.5,63111,200,$,1
358,2,8ZFC_TnP_hAsn0rgoK7KAA,k55DR_b6wG0o_4F2XMHzPg,5,Chris W.,chris,Male,Chimichanga's Mexican Restaurant,3.5,63111,200,$,1
359,2,8vwdDagJc8bJR0ZojFGZxw,lvl9NmnyaYDI4HfLeZNiOg,4,Zack G.,zack,Male,The Cup,4.0,63108,301,$,1
362,0,92KvPIcfrxpf_0gGUpnC6g,Hv_Y-SZtsKY84HT27kA8OA,5,Denise T.,denise,Female,Red's The One And Only BBQ,4.0,63135,13,$,1
364,1,92KvPIcfrxpf_0gGUpnC6g,vua_AHP3lc3_o27kY9nYqQ,5,Michael T.,michael,Male,Red's The One And Only BBQ,4.0,63135,13,$,1
366,0,96W0AFA2zNXf7WIpMyT6_g,1xgYjd_z3yFXI0ajSiBo3A,5,Cherie B.,cherie,Female,Hunan Peking,4.0,63129,40,$,1
367,1,96W0AFA2zNXf7WIpMyT6_g,AkmbwsOwf0IbCV9bc1tXdw,2,Courtney O.,courtney,Male,Hunan Peking,4.0,63129,40,$,1
368,2,96W0AFA2zNXf7WIpMyT6_g,Nwr4eUA12C_rzNXQXePPFw,1,Kathy S.,kathy,Female,Hunan Peking,4.0,63129,40,$,1
369,0,9KatEMj8pRNPCMVi5U2Vdg,ea5SPRLFT7IoOt9oP8Zh1A,4,Rich G.,rich,Male,Monte Bello Pizzeria,4.0,63125,62,$,1
370,1,9KatEMj8pRNPCMVi5U2Vdg,stCCg8L0pzpDJ-Z5Na7Qmw,5,Scott H.,scott,Male,Monte Bello Pizzeria,4.0,63125,62,$,1
371,2,9KatEMj8pRNPCMVi5U2Vdg,gz0stgJiOJW1McIFuIxY5Q,4,Jamal W.,jamal,Male,Monte Bello Pizzeria,4.0,63125,62,$,1
372,0,9PSg27_eo9WBmC_7msPz3Q,W7qY1wzT05V3CHYmFSKs0g,5,Erika K.,erika,Female,The Bagel Factory,4.5,63141,89,$,1
374,1,9PSg27_eo9WBmC_7msPz3Q,G-g1pq8ekWhPVpvPcEoNiQ,4,Cathy L.,cathy,Female,The Bagel Factory,4.5,63141,89,$,1
376,2,9PSg27_eo9WBmC_7msPz3Q,n5YqVQFC4HNn0dptSGFzgA,5,Lavanya N.,lavanya,Female,The Bagel Factory,4.5,63141,89,$,1
378,0,9llupBLdHKFzfawIk6I74w,5k52lgFDo7HBZzrKpObkxw,4,Joyce Y.,joyce,Female,Seoul Garden Korean Restaurant,3.5,63074,294,$$,2
379,1,9llupBLdHKFzfawIk6I74w,H9YQ-SGx6sIQFgYZGwTaqQ,4,Allen H.,allen,Male,Seoul Garden Korean Restaurant,3.5,63074,294,$$,2
380,2,9llupBLdHKFzfawIk6I74w,nmfTKC9nQAeHkzkdyXM3yg,4,Joe K.,joe,Male,Seoul Garden Korean Restaurant,3.5,63074,294,$$,2
381,0,A1suinq7EcpyM06JIe7iOA,_dL6MLvXVm4nW2njxrjjSA,5,Danielle U.,danielle,Female,Guerrilla Street Food,4.0,63118,374,$,1
386,1,A1suinq7EcpyM06JIe7iOA,qqdfPZ7ICr5vcQBF0on_kA,3,Max R.,max,Male,Guerrilla Street Food,4.0,63118,374,$,1
391,2,A1suinq7EcpyM06JIe7iOA,cLApFw1O9iKiEw6u3mGsbw,4,Scott G.,scott,Male,Guerrilla Street Food,4.0,63118,374,$,1
396,0,A4-2jEraYJ2w2grn_uXlHw,96BqP-_d5QAUHprcs9DCww,5,Faith D.,faith,Female,Blood & Sand,4.5,63103,289,$$$,3
401,1,A4-2jEraYJ2w2grn_uXlHw,uVlN8k-O9U66w46l19grnQ,4,Chris K.,chris,Male,Blood & Sand,4.5,63103,289,$$$,3
406,2,A4-2jEraYJ2w2grn_uXlHw,KKlCndSehOBweRDOWNE5Ow,5,Tatyana T.,tatyana,Female,Blood & Sand,4.5,63103,289,$$$,3
411,0,A5b9nVDi1DPVvPOD24-p6w,BfzRCuMk2bMAvwpceOhBIw,5,Olivia B.,olivia,Female,Sump Coffee,4.5,63118,285,$$,2
413,1,A5b9nVDi1DPVvPOD24-p6w,nnhoLyDdHZm6wlLnp43m7g,5,Adam G.,adam,Male,Sump Coffee,4.5,63118,285,$$,2
415,2,A5b9nVDi1DPVvPOD24-p6w,yu-6o4O-vybZlPVgBLycaA,4,Kelly B.,kelly,Female,Sump Coffee,4.5,63118,285,$$,2
417,0,AD-CJ3g6_JjKAaJMb4tXqA,wZRZIo4obAeyu6rTs4ZLTw,4,Jim D.,jim,Male,Vino Volo,3.5,63145,63,$$,2
418,1,AD-CJ3g6_JjKAaJMb4tXqA,mplh7qQZKvn_Myl8ytXw5Q,3,Kwame S.,kwame,Male,Vino Volo,3.5,63145,63,$$,2
419,2,AD-CJ3g6_JjKAaJMb4tXqA,gtGjgITE3Ik780XvTROdtA,4,Terra A.,terra,Female,Vino Volo,3.5,63145,63,$$,2
420,0,ANTj0UD-OS7Zod3mulUg6w,440-g3qxrKEFX95kf9gKtA,5,Michael P.,michael,Male,Fork & Stix,4.0,63112,311,$$,2
422,2,ANTj0UD-OS7Zod3mulUg6w,xeQCTegZCrsz2-LBX84qPg,5,Max R.,max,Male,Fork & Stix,4.0,63112,311,$$,2
424,1,AQFdx66VvAWx6B4Fm3Y7NA,GVBEufQX_yvAdTX7QAoB4w,1,Candice C.,candice,Female,Pizza Hut,1.5,63138,7,$,1
425,2,AQFdx66VvAWx6B4Fm3Y7NA,S9Z9zH3cTpCIbeIP0wIX5w,1,Joe A J.,joe,Male,Pizza Hut,1.5,63138,7,$,1
426,0,ARgidflSXPHj7uhK-Y7hwA,KMlZzNR9bmepRvwjaniKWQ,4,Alan D.,alan,Male,Kampai Sushi Bar,4.0,63108,283,$$,2
427,1,ARgidflSXPHj7uhK-Y7hwA,H02dpUp1Y0DTd-vIkbeEyQ,3,Emily T.,emily,Female,Kampai Sushi Bar,4.0,63108,283,$$,2
428,0,ATO_GTUMSEYBZn0v1cqg0g,4LF008zi3D790VRzC2_B_Q,5,Diana K.,diana,Female,Gulf Shores Restaurant and Grill,3.5,63141,504,$$,2
430,1,ATO_GTUMSEYBZn0v1cqg0g,1apBW7WAfJX7Q_nEyTQeWA,2,Doug D.,doug,Male,Gulf Shores Restaurant and Grill,3.5,63141,504,$$,2
432,0,AVCjn9uVgkjIRM3uYrEf1w,zTgYinF2oD5OxPkTqzu5hw,5,Timothy C.,timothy,Male,Du Kum Inn,3.5,63080,18,$,1
433,1,AVCjn9uVgkjIRM3uYrEf1w,lFA8ywkf4npPKPVriY9zYA,3,Dawn H.,dawn,Female,Du Kum Inn,3.5,63080,18,$,1
434,0,AdXyxM8b14j6F4JZOQc3cA,4vgyIQP0Op8AoC0KnGEEPg,4,Chris M.,chris,Male,Golden Pancake,3.5,63134,154,$,1
435,1,AdXyxM8b14j6F4JZOQc3cA,s7FgQJ3ax72LgrrFPbbDnA,1,Michael L.,michael,Male,Golden Pancake,3.5,63134,154,$,1
436,2,AdXyxM8b14j6F4JZOQc3cA,zfsyJlmvjPxlzVleyFDiZA,4,Anthony M.,anthony,Male,Golden Pancake,3.5,63134,154,$,1
437,1,AhptHEV4nFleCv4yOwp6fg,dYZIrgjXTX9p2sw5E-Bn6A,4,Katy C.,katy,Female,Park Avenue Coffee - Downtown,4.0,63101,204,$,1
439,0,AixPbZxJkgRyjxVqrpPAmw,LwRNnlhlBR_s_1sAke9Exw,5,Jason S.,jason,Male,Zia's on the Hill,4.0,63110,638,$$,2
441,1,AixPbZxJkgRyjxVqrpPAmw,POosyB9ZUrqe3DQkI9ermA,4,Chris W.,chris,Male,Zia's on the Hill,4.0,63110,638,$$,2
443,2,AixPbZxJkgRyjxVqrpPAmw,Gjn8ru-LNhc71TmI917ZiQ,4,Tara M.,tara,Female,Zia's on the Hill,4.0,63110,638,$$,2
445,0,AjxjKRNin477A7nKAZciGg,1TtrmGwVKPwDLdmOQZnnBw,5,Mark P.,mark,Male,John D. McGurk's Irish Pub,4.0,63104,381,$$,2
446,1,AjxjKRNin477A7nKAZciGg,H3L1Ax5eSBXNHpMbtCWXMA,3,Alan D.,alan,Male,John D. McGurk's Irish Pub,4.0,63104,381,$$,2
447,2,AjxjKRNin477A7nKAZciGg,EQD-y7My7aWn-DhifKV-4g,3,Vince L.,vince,Male,John D. McGurk's Irish Pub,4.0,63104,381,$$,2
448,0,AtQLrRpQan7UtJcIAo9hsA,8zedkiuAaQVbZDOa2CMeWg,4,Karla H.,karla,Female,Jilly's Cupcake Bar & Cafe,3.5,63124,435,$$,2
450,1,AtQLrRpQan7UtJcIAo9hsA,HBK6WRve9vmTUqx9-FtSNw,1,Annie C.,annie,Female,Jilly's Cupcake Bar & Cafe,3.5,63124,435,$$,2
452,2,AtQLrRpQan7UtJcIAo9hsA,CEkmNxkQRY9XfVWB-bQBDQ,1,John W.,john,Male,Jilly's Cupcake Bar & Cafe,3.5,63124,435,$$,2
454,0,B1L6-hN63I1S_cAijI5Otg,PFIdF27xH1bGnsYTgva7YA,4,John W.,john,Male,Bill Gianino's Restaurant,3.5,63129,60,$$,2
455,1,B1L6-hN63I1S_cAijI5Otg,Bp69R4RQW1VId5_alNGKlQ,5,Angie W.,angie,Female,Bill Gianino's Restaurant,3.5,63129,60,$$,2
456,2,B1L6-hN63I1S_cAijI5Otg,P_8gWU2v_WLdmOo0aH8Dzw,1,Dina R.,dina,Female,Bill Gianino's Restaurant,3.5,63129,60,$$,2
457,0,BLvL1pUrgpzt2bJHRQ5yvQ,nXsFZHH_--9Lr1eXbjMC2Q,5,Richard D.,richard,Male,Riverside Diner,5.0,63111,29,$,1
458,1,BLvL1pUrgpzt2bJHRQ5yvQ,WPcYm1miMWjSgZonaSnPwg,4,Steven B.,steven,Male,Riverside Diner,5.0,63111,29,$,1
459,2,BLvL1pUrgpzt2bJHRQ5yvQ,eU1tcCDDd0v4MeWg0XQPTw,5,Nikki P.,nikki,Female,Riverside Diner,5.0,63111,29,$,1
460,0,BOjpe0u5u_cm9SWMS2KLFg,hkHLu3eBIdFk2eu69jTq6A,5,Terri S.,terri,Female,Stacked STL,4.5,63111,567,$$,2
463,1,BOjpe0u5u_cm9SWMS2KLFg,DTiGec2oJBQbH6VHj8Gr0w,4,Melanie S.,melanie,Female,Stacked STL,4.5,63111,567,$$,2
466,2,BOjpe0u5u_cm9SWMS2KLFg,J_roQEYUG-v9zpVQE7NhFg,4,Eleni B.,eleni,Female,Stacked STL,4.5,63111,567,$$,2
469,0,BeWw8cFF1maJLbgCeHACjw,CLlYORPlc6JavBdXfuP9wg,5,Drew W.,drew,Male,La Pizza,4.5,63130,244,$,1
471,1,BeWw8cFF1maJLbgCeHACjw,j8njGGLge6rehv5pbfK5eg,2,Matthew G.,matthew,Male,La Pizza,4.5,63130,244,$,1
473,1,BqGhcuQhvWaTWj1sMA7qkQ,L6D3zD8dEofu_cOu9tEkXQ,3,Craig Z.,craig,Male,Wan Fu Chinese Restaurant,4.0,63131,73,$,1
474,2,BqGhcuQhvWaTWj1sMA7qkQ,UDwVlKVB9ZzAhQ_9ccjPDQ,4,Sara L.,sara,Female,Wan Fu Chinese Restaurant,4.0,63131,73,$,1
475,0,BtTVHiY1AH5iHzTlx5HqZw,gnYPdQxi0kNieO76LK3nsw,4,Alley R.,alley,Male,Fortel's Pizza Den,3.5,63123,85,$$,2
476,1,BtTVHiY1AH5iHzTlx5HqZw,5BTUJL1oPRaBvIbIUfFIDQ,1,Kennedy M.,kennedy,Male,Fortel's Pizza Den,3.5,63123,85,$$,2
477,2,BtTVHiY1AH5iHzTlx5HqZw,Ny8_qN-i7t8TH5iCc2w8mg,2,Carly M.,carly,Female,Fortel's Pizza Den,3.5,63123,85,$$,2
478,0,C0uRhn7nnHBATrwsCJ10Lw,1S_sEgVw2eJwDRcDLB3Z7w,4,Steve G.,steve,Male,Pieology Pizzeria,4.0,63129,85,$,1
479,1,C0uRhn7nnHBATrwsCJ10Lw,GFczVWsWNpT9ZhgPaQOqrA,1,Erin R.,erin,Female,Pieology Pizzeria,4.0,63129,85,$,1
480,2,C0uRhn7nnHBATrwsCJ10Lw,nkJ16qBHF6h4WGVaB5hRqg,5,Bill D.,bill,Male,Pieology Pizzeria,4.0,63129,85,$,1
481,0,C0wTjg67T6jPvw7M1wsx-g,X5gBzl37ZEhEyWIkDhpgQA,4,Adrienne H.,adrienne,Female,China House,3.5,63136,8,$,1
482,1,C0wTjg67T6jPvw7M1wsx-g,bjnSOU2wum8LnHk3QFo96w,5,Laurel K.,laurel,Female,China House,3.5,63136,8,$,1
483,2,C0wTjg67T6jPvw7M1wsx-g,uQX_utsOBrX1Z1DUliajPg,4,Gerald M.,gerald,Male,China House,3.5,63136,8,$,1
484,0,C2JtfhOZ3PPzIS9V5arQ2A,8-PYW4f_Gn7QczVt1W9dOA,5,Emily T.,emily,Female,Rise Coffee House,4.5,63110,270,$$,2
485,1,C2JtfhOZ3PPzIS9V5arQ2A,s66LFRWr-ezGuyJnjtMsLg,3,laura W.,laura,Female,Rise Coffee House,4.5,63110,270,$$,2
486,2,C2JtfhOZ3PPzIS9V5arQ2A,ZX3od4zhD6EeNUaiA1--yQ,5,Lilly M.,lilly,Female,Rise Coffee House,4.5,63110,270,$$,2
487,0,C6KP0hSutumHzLDCFyjvJQ,d3wqjs97Q7iX-DK05o9iCQ,5,Irene N.,irene,Female,Katie's Pizza & Pasta Osteria,4.0,63119,587,$$,2
490,1,C6KP0hSutumHzLDCFyjvJQ,bYswLdoupooF9jzWjjhvnw,4,Warren W.,warren,Male,Katie's Pizza & Pasta Osteria,4.0,63119,587,$$,2
493,2,C6KP0hSutumHzLDCFyjvJQ,GPX7Ro3PSwDZjM8i3atIBg,4,Andy W.,andy,Male,Katie's Pizza & Pasta Osteria,4.0,63119,587,$$,2
496,0,CBWmYHLgtFrOJs7SCcQn0g,J08QVYB7jD7Z2f7XfeZx9w,5,John H.,john,Male,Pizzeoli Wood Fired Pizza,4.5,63104,292,$$,2
497,1,CBWmYHLgtFrOJs7SCcQn0g,6_0lh9BFRblzluGUXcDUdw,3,Pete S.,pete,Male,Pizzeoli Wood Fired Pizza,4.5,63104,292,$$,2
498,0,CCgn9tqrqojxs6knwwANMw,fMzK1kiWl42vWYx_zqYjYQ,4,David K.,david,Male,Las Fuentes,3.5,63123,73,$$,2
499,1,CCgn9tqrqojxs6knwwANMw,61xYkdf0-tTnEVfPpu2L8A,1,Dean L.,dean,Male,Las Fuentes,3.5,63123,73,$$,2
500,2,CCgn9tqrqojxs6knwwANMw,wBq4P6K3DdPPBJDHbhKJcg,4,Kevin B.,kevin,Male,Las Fuentes,3.5,63123,73,$$,2
501,0,CEsFAZp1pBf3sicoZa9AYw,9Oyg36D9dHwIK1o9NXUyfQ,5,Thomas F.,thomas,Male,London's Wing House,3.5,63133,21,$,1
502,2,CEsFAZp1pBf3sicoZa9AYw,Qm7TIA_4VxgvHnSUo7CvWw,2,Sinclair B.,sinclair,Male,London's Wing House,3.5,63133,21,$,1
503,0,CTvHlHQ4jzRO8gkkl4O8zQ,d0-AwfzO8MdSsGQru6y88w,5,John C.,john,Male,Pizzeria Tivoli,4.5,63109,165,$$,2
504,1,CTvHlHQ4jzRO8gkkl4O8zQ,ZCgUrnwZyjqitSyFFc2mKw,3,Elizabeth H.,elizabeth,Female,Pizzeria Tivoli,4.5,63109,165,$$,2
505,2,CTvHlHQ4jzRO8gkkl4O8zQ,xt1f5ifuMKpm4aLyXoToxw,5,Dan M.,dan,Male,Pizzeria Tivoli,4.5,63109,165,$$,2
506,0,CUxSddlUbqKiEiwFbHKwLQ,32PymuOVNmy11BbNmlfI0A,5,Matthew M.,matthew,Male,Paul's Market,4.0,63135,10,$$,2
507,1,CUxSddlUbqKiEiwFbHKwLQ,_jM-Y2VVtMoB2JzG5d4zsw,1,Meaghan M.,meaghan,Female,Paul's Market,4.0,63135,10,$$,2
508,2,CUxSddlUbqKiEiwFbHKwLQ,dB6aMG_8AzAYAkCRNEZ0RQ,5,Yvette L.,yvette,Female,Paul's Market,4.0,63135,10,$$,2
509,0,CYkrmWef7QQM-l-92DKiSA,qrv7DxRDtbtg4zb83OjN8Q,5,Tom C.,tom,Male,Wingtips Lounge,5.0,63145,40,$$,2
510,1,CYkrmWef7QQM-l-92DKiSA,FYgVwywKk7m3nsIMbZA37Q,5,Patrick L.,patrick,Male,Wingtips Lounge,5.0,63145,40,$$,2
511,2,CYkrmWef7QQM-l-92DKiSA,AOZ-ieA6_dzcsisxd9zTfw,5,Roze N.,roze,Female,Wingtips Lounge,5.0,63145,40,$$,2
512,0,Ct6pupk8Cy6sI2mrIzF7UA,KpiF9ZFiGWDv_Zia-mzB7Q,5,Melissa K.,melissa,Female,Chris' Pancake & Dining,4.0,63139,313,$,1
513,1,Ct6pupk8Cy6sI2mrIzF7UA,s92ZFWwcqD6H03pklPD3WQ,1,Deborah H.,deborah,Female,Chris' Pancake & Dining,4.0,63139,313,$,1
514,2,Ct6pupk8Cy6sI2mrIzF7UA,MoPmpO4SxvMg7jVJF59hgA,5,Zack G.,zack,Male,Chris' Pancake & Dining,4.0,63139,313,$,1
