zip_code,city,latitude,longetude,population,People / Sq. Mile,National Rank,number,State
11210,Brooklyn,40.628049,-73.946278,62308,38833.14,#81,81, New York
11203,Brooklyn,40.649411,-73.934397,84498,38695.54,#82,82, New York
10463,Bronx,40.880678,-73.90654,65576,38449.34,#83,83, New York
90020,Los Angeles,34.066367,-118.309868,42383,38325.38,#84,84, California
11214,Brooklyn,40.598668,-73.996212,83546,38227.99,#85,85, New York
7087,Union City,40.767853,-74.028069,80589,37931.73,#86,86, New Jersey
90005,Los Angeles,34.059281,-118.30742,43014,37531.55,#87,87, California
11223,Brooklyn,40.597427,-73.973039,77691,37104.95,#88,88, New York
11229,Brooklyn,40.601293,-73.944493,80554,36919.61,#89,89, New York
10036,New York,40.759614,-73.991148,18751,36429.01,#90,90, New York
95502,Eureka,40.814596,-124.08041,170,35496.45,#91,91, California
11415,Kew Gardens,40.708229,-73.827867,20956,35355.55,#92,92, New York
93216,Delano,35.772237,-119.26962,4412,35347.59,#93,93, California
11435,Jamaica,40.701408,-73.809817,53877,35207.72,#94,94, New York
11224,Brooklyn,40.577257,-73.989762,51205,35066.79,#95,95, New York
11416,Ozone Park,40.684614,-73.849509,23668,34977.35,#96,96, New York
11377,Woodside,40.744813,-73.905122,88339,34536.25,#97,97, New York
60626,Chicago,42.00934,-87.669902,59251,34520.21,#98,98, Illinois
60660,Chicago,41.990561,-87.664706,47726,34193.05,#99,99, Illinois
20009,Washington,38.919144,-77.037381,46561,33927.58,#100,100, District Of Columbia
10454,Bronx,40.805528,-73.916632,"34,976","33,618.50",#101,101, New York
10466,Bronx,40.891039,-73.847226,"68,787","33,497.36",#102,102, New York
10467,Bronx,40.87742,-73.872597,"94,342","33,219.75",#103,103, New York
11201,Brooklyn,40.693682,-73.989693,"47,746","33,114.98",#104,104, New York
10460,Bronx,40.842724,-73.879745,"53,707","33,064.79",#105,105, New York
11369,East Elmhurst,40.763513,-73.871961,"36,110","32,616.57",#106,106, New York
90006,Los Angeles,34.048013,-118.293953,"62,765","32,438.11",#107,107, California
77046,Houston,29.733084,-95.430659,471,"32,343.09",#108,108, Texas
60640,Chicago,41.972347,-87.663982,"74,030","32,103.29",#109,109, Illinois
11207,Brooklyn,40.670361,-73.893848,"86,551","31,820.27",#110,110, New York
94110,San Francisco,37.750021,-122.415201,"74,633","31,343.73",#111,111, California
60657,Chicago,41.938964,-87.656811,"66,789","31,204.02",#112,112, Illinois
11209,Brooklyn,40.622352,-74.030431,"69,840","31,098.42",#113,113, New York
11421,Woodhaven,40.693633,-73.858513,"37,664","30,881.52",#114,114, New York
11235,Brooklyn,40.583552,-73.9479,"77,451","30,866.46",#115,115, New York
2115,Boston,42.337545,-71.106173,"25,486","30,823.24",#116,116, Massachusetts
90029,Los Angeles,34.089953,-118.294824,"41,697","30,784.98",#117,117, California
11370,East Elmhurst,40.76537,-73.893132,"43,142","30,152.15",#118,118, New York
60610,Chicago,41.900034,-87.636967,"47,513","30,110.68",#119,119, Illinois
7030,Hoboken,40.745122,-74.032085,"38,577","30,086.62",#120,120, New Jersey
94115,San Francisco,37.786031,-122.437301,"33,115","29,461.94",#121,121, California
19103,Philadelphia,39.952795,-75.173949,"19,714","29,353.79",#122,122, Pennsylvania
90017,Los Angeles,34.052842,-118.264495,"20,689","27,934.61",#123,123, California
913,San Juan,18.450154,-66.043647,"10,950","27,868.51",#124,124, Puerto Rico
94117,San Francisco,37.770533,-122.445121,"38,738","27,861.23",#125,125, California
24142,Radford,37.137882,-80.550906,"2,755","27,727.47",#126,126, Virginia
11215,Brooklyn,40.662688,-73.98674,"63,001","27,309.38",#127,127, New York
11236,Brooklyn,40.639761,-73.90064,"96,301","27,271.95",#128,128, New York
11228,Brooklyn,40.616863,-74.013196,"41,172","27,177.25",#129,129, New York
10475,Bronx,40.875266,-73.826037,"38,086","27,132.60",#130,130, New York
11205,Brooklyn,40.696771,-73.967061,"35,622","26,893.82",#131,131, New York
11375,Forest Hills,40.722975,-73.843179,"70,204","26,784.05",#132,132, New York
915,San Juan,18.43732,-66.047551,"36,147","26,489.40",#133,133, Puerto Rico
11385,Ridgewood,40.700671,-73.889433,"97,524","26,384.56",#134,134, New York
2116,Boston,42.349991,-71.07608,"19,682","26,352.26",#135,135, Massachusetts
10473,Bronx,40.817685,-73.858576,"56,166","26,210.61",#136,136, New York
10001,New York,40.750722,-73.997276,"17,310","26,111.88",#137,137, New York
11432,Jamaica,40.71522,-73.793188,"57,045","26,065.18",#138,138, New York
11417,Ozone Park,40.676342,-73.844595,"28,607","25,964.14",#139,139, New York
11105,Astoria,40.778997,-73.906847,"42,117","25,956.30",#140,140, New York
60613,Chicago,41.958302,-87.660698,"50,548","25,857.54",#141,141, Illinois
96826,Honolulu,21.292214,-157.82618,"31,187","25,649.59",#142,142, Hawaii
60647,Chicago,41.921117,-87.701899,"98,769","25,372.11",#143,143, Illinois
11428,Queens Village,40.72105,-73.742212,"21,023","25,192.34",#144,144, New York
2215,Boston,42.347053,-71.101985,"21,963","25,125.73",#145,145, Massachusetts
11208,Brooklyn,40.669598,-73.87127,"87,165","24,992.88",#146,146, New York
11354,Flushing,40.768208,-73.827403,"54,329","24,948.16",#147,147, New York
906,San Juan,18.464628,-66.101015,470,"24,919.02",#148,148, Puerto Rico
19139,Philadelphia,39.961529,-75.230259,"43,866","24,062.66",#149,149, Pennsylvania
10469,Bronx,40.867849,-73.84514,"63,345","24,026.94",#150,150, New York
912,San Juan,18.445621,-66.060692,"7,909","24,013.50",#151,151, Puerto Rico
7106,Newark,40.741799,-74.230425,"33,970","24,004.21",#152,152, New Jersey
7010,Cliffside Park,40.82204,-73.98785,"23,007","23,836.76",#153,153, New Jersey
10035,New York,40.795487,-73.929501,"32,702","23,818.08",#154,154, New York
7522,Paterson,40.924959,-74.179096,"21,677","23,768.90",#155,155, New Jersey
60625,Chicago,41.973081,-87.699751,"91,351","23,681.91",#156,156, Illinois
47876,Saint Mary Of The Woods,39.505295,-87.461502,427,"23,662.72",#157,157, Indiana
76798,Waco,31.547131,-97.120333,"3,123","23,606.98",#158,158, Texas
90011,Los Angeles,34.00709,-118.258681,"101,214","23,239.51",#159,159, California
20005,Washington,38.904575,-77.031552,"10,610","23,214.30",#160,160, District Of Columbia
2144,Somerville,42.399655,-71.12255,"25,058","23,099.70",#161,161, Massachusetts
11231,Brooklyn,40.677916,-74.005154,"32,974","22,776.82",#162,162, New York
19107,Philadelphia,39.951623,-75.158637,"12,340","22,723.74",#163,163, Pennsylvania
11418,Richmond Hill,40.700101,-73.835908,"36,571","22,694.55",#164,164, New York
94123,San Francisco,37.800254,-122.436975,"22,903","22,681.01",#165,165, California
91205,Glendale,34.13658,-118.245839,"41,381","22,571.62",#166,166, California
94114,San Francisco,37.758085,-122.434801,"30,574","22,377.49",#167,167, California
19102,Philadelphia,39.953423,-75.165384,"4,396","22,186.08",#168,168, Pennsylvania
10282,New York,40.717017,-74.015566,"1,574","22,144.94",#169,169, New York
90004,Los Angeles,34.076259,-118.310715,"67,850","22,118.18",#170,170, California
94112,San Francisco,37.720498,-122.443119,"73,104","22,097.56",#171,171, California
94118,San Francisco,37.781304,-122.461522,"38,939","22,073.36",#172,172, California
7304,Jersey City,40.717234,-74.074096,"42,323","22,060.92",#173,173, New Jersey
2446,Brookline,42.343503,-71.122248,"29,555","22,035.60",#174,174, Massachusetts
19146,Philadelphia,39.939069,-75.182585,"35,783","22,007.33",#175,175, Pennsylvania
90270,Maywood,33.988572,-118.186565,"28,083","21,929.09",#176,176, California
7505,Paterson,40.916204,-74.171459,"4,531","21,825.76",#177,177, New Jersey
10461,Bronx,40.847409,-73.841403,"49,808","21,734.34",#178,178, New York
11222,Brooklyn,40.728367,-73.945427,"39,360","21,724.29",#179,179, New York
7107,Newark,40.760696,-74.187812,"35,997","21,633.59",#180,180, New Jersey
2139,Cambridge,42.362288,-71.103791,"34,682","21,628.72",#181,181, Massachusetts
11436,Jamaica,40.675266,-73.79657,"18,148","21,578.65",#182,182, New York
19143,Philadelphia,39.942892,-75.22546,"71,169","21,569.56",#183,183, Pennsylvania
11420,South Ozone Park,40.673525,-73.817771,"45,498","21,430.46",#184,184, New York
10006,New York,40.70797,-74.01361,"1,447","21,409.87",#185,185, New York
19147,Philadelphia,39.936633,-75.153153,"32,680","21,391.35",#186,186, Pennsylvania
911,San Juan,18.451156,-66.057409,"9,293","21,375.68",#187,187, Puerto Rico
90255,Huntington Park,33.97803,-118.217141,"78,104","21,190.01",#188,188, California
7055,Passaic,40.856413,-74.12694,"67,869","21,153.61",#189,189, New Jersey
29688,Tigerville,35.069047,-82.37152,699,"21,110.09",#190,190, South Carolina
19120,Philadelphia,40.034147,-75.119198,"68,831","21,110.03",#191,191, Pennsylvania
19133,Philadelphia,39.993092,-75.141671,"27,971","21,079.29",#192,192, Pennsylvania
90038,Los Angeles,34.088017,-118.327168,"32,557","20,988.58",#193,193, California
11232,Brooklyn,40.655827,-74.006829,"27,723","20,953.79",#194,194, New York
7513,Paterson,40.905381,-74.148205,"12,807","20,947.95",#195,195, New Jersey
2118,Boston,42.337863,-71.070816,"22,173","20,902.06",#196,196, Massachusetts
60614,Chicago,41.922667,-87.652537,"65,474","20,838.01",#197,197, Illinois
11429,Queens Village,40.709681,-73.738399,"27,647","20,794.49",#198,198, New York
2109,Boston,42.362653,-71.053804,"3,428","20,752.98",#199,199, Massachusetts
7111,Irvington,40.72386,-74.232517,"60,727","20,744.96",#200,200, New Jersey
60651,Chicago,41.902029,-87.740432,"77,583","20,738.60",#201,201, Illinois
7302,Jersey City,40.720262,-74.046496,"31,769","20,648.55",#202,202, New Jersey
11367,Flushing,40.730621,-73.82286,"38,216","20,384.04",#203,203, New York
10069,New York,40.775551,-73.989689,"1,403","20,318.57",#204,204, New York
90028,Los Angeles,34.099869,-118.326843,"30,562","20,273.82",#205,205, California
90037,Los Angeles,34.002642,-118.287596,"56,691","20,247.91",#206,206, California
7306,Jersey City,40.734932,-74.070495,"54,912","20,162.65",#207,207, New Jersey
19132,Philadelphia,39.996457,-75.170586,"41,709","20,029.98",#208,208, Pennsylvania
2114,Boston,42.363175,-71.068646,"10,868","19,975.48",#209,209, Massachusetts
19141,Philadelphia,40.037904,-75.145392,"34,984","19,908.17",#210,210, Pennsylvania
11239,Brooklyn,40.644728,-73.879186,"14,620","19,900.74",#211,211, New York
19149,Philadelphia,40.037448,-75.065561,"48,483","19,881.93",#212,212, Pennsylvania
60659,Chicago,41.991923,-87.704608,"39,155","19,859.02",#213,213, Illinois
60639,Chicago,41.920639,-87.755793,"92,951","19,854.06",#214,214, Illinois
7104,Newark,40.76791,-74.16838,"51,358","19,841.54",#215,215, New Jersey
19138,Philadelphia,40.056028,-75.159179,"34,477","19,815.87",#216,216, Pennsylvania
11434,Jamaica,40.676808,-73.776425,"59,142","19,683.46",#217,217, New York
11412,Saint Albans,40.696878,-73.76026,"37,452","19,681.64",#218,218, New York
11358,Flushing,40.760467,-73.796418,"38,647","19,661.60",#219,219, New York
60618,Chicago,41.946755,-87.702861,"98,147","19,640.92",#220,220, Illinois
21231,Baltimore,39.288436,-76.591792,"15,734","19,623.94",#221,221, Maryland
2121,Boston,42.307434,-71.083022,"25,057","19,592.25",#222,222, Massachusetts
11423,Hollis,40.717252,-73.768879,"31,240","19,366.77",#223,223, New York
7018,East Orange,40.755613,-74.218781,"30,433","19,344.27",#224,224, New Jersey
33130,Miami,25.768524,-80.203359,"20,541","19,317.47",#225,225, Florida
2141,Cambridge,42.3703,-71.08256,"12,041","19,289.40",#226,226, Massachusetts
99513,Anchorage,61.214772,-149.885658,268,"19,250.00",#227,227, Alaska
10007,New York,40.713973,-74.008336,"3,522","19,229.09",#228,228, New York
60623,Chicago,41.847079,-87.719446,"108,144","19,007.22",#229,229, Illinois
10550,Mount Vernon,40.905448,-73.835253,"38,284","18,973.40",#230,230, New York
60615,Chicago,41.801502,-87.603332,"45,096","18,936.31",#231,231, Illinois
90034,Los Angeles,34.030578,-118.399613,"58,199","18,932.59",#232,232, California
20010,Washington,38.933793,-77.025101,"28,772","18,878.12",#233,233, District Of Columbia
