,Unnamed: 0,business_id,name,rating,zip_code,review_count,price
316,15,8LuSa7JqSoGfb9kvCW72BA,E & V Restaurant,4.0,7502.0,119,$$
317,11,8VifOOWbCv2je0K6r7yUcA,Milk,4.0,90036.0,5815,$$
318,2,8YNbr5E8xTJsxUcKfaKR_Q,Ruth's Chris Steak House,4.0,91101.0,1814,$$
319,15,8_cuODO8G0yuzQO_fRW5kA,Toro Toro,4.5,33131.0,975,$$
320,2,8c7VI0WbA6DjjOtJARGGdg,Thai Princess,4.5,92843.0,564,$$
321,5,8dqQ4RV4AMC6sHzwsjCz9Q,El Cubanito,4.5,60639.0,313,$$
322,3,8j97C2qR95tvpbGtoFxEAw,Noon O Kabab,4.0,60625.0,1014,$$
324,1,8jF9wrKrQYLP7jhUlSBPuA,Hobby's Delicatessen & Restaurant,4.5,7102.0,248,$
325,18,8mtdbaJQnAJM8Y6YLAB-bQ,PT Just Jerk,4.5,7111.0,17,$$
326,1,8oRP81DNGbA9wkdw4QvIIg,Grinderz,4.5,92647.0,840,$
327,12,8pqdJjefYq-a9IBSJJmKwA,The Dandelion,4.0,19103.0,2269,$$
328,14,8rVWoDNS6JO-5uXOD3VyXw,Cafe Dulce,4.0,90012.0,2118,$
329,0,8xuUthCjEwYO-40S7FPMqQ,Museum Of Fine Arts,4.5,2115.0,775,$$
331,13,90jyCpx52QzhRg71_kFbww,Mary Ann Donut Kitchen,5.0,18102.0,45,$
332,10,91Zy64j1o92jKYd719r1vw,United Grill,4.5,60804.0,41,$
333,15,93dVNYTYZ7kkYwR07ZQdAg,Chubby Rice,4.5,90250.0,518,$$
334,9,948C_BNJ0KIT_pYMQjxUdw,It's Juice Time,4.5,91402.0,176,$$
335,17,96svxj2NIOrba2fBMZAqOQ,Bogota Latin Bistro,4.0,11217.0,2139,$$
338,4,99e7bysta1myyrQogFEWUQ,Dock Street Brewery,4.0,19143.0,546,$$
339,6,9KlvJ_4TTC6sAJqvbspjfQ,Eli's Place,4.0,1843.0,67,$
340,12,9M7LpN2FISuihc9Ad0makw,Charlie's Pizzeria,4.0,19124.0,57,$$
341,12,9MWmRzKbw6-OR8O1fYa2fw,Tacos El Bronco,4.5,11232.0,128,$
342,9,9N_VN5zNJefWLll9cR0-oA,Another Broken Egg Cafe,3.5,91502.0,1313,$
343,12,9OKc9dAnIVmBWae_x8a0bg,Chadwick's,4.0,11209.0,250,$$$
344,8,9OUPftBPzZdlEUQIaD8qcQ,Brasas,4.5,60804.0,116,$$
345,9,9PZxjhTIU7OgPIzuGi89Ew,El Vez,4.0,19107.0,2956,$$
346,19,9S1HR5X--FIirvNUB6SbNg,Sansei Seafood Restaurant & Sushi Bar,4.0,96815.0,1467,$$
347,7,9SY1qjFBIo8W48W6OTGWGg,Batter & Berries,4.0,60614.0,2565,$$
349,8,9UPKE6UxmXuLT-o4NwhPUw,Jus Jerk,4.0,10553.0,63,$$
350,5,9Wq6vPxyuuKEhiEGf_yi6A,Gordon Ramsay Steak - Baltimore,4.0,21230.0,269,$$
351,12,9WqiX6CdZxg1ju8EjReVkQ,Happy Lamb Hot Pot,4.0,60616.0,456,$$
352,13,9ZjMBRCFIYsAUBnfcPbZjw,Art's Burgers,4.0,91732.0,324,$
353,3,9atAfNzeCGq6NCfHVpYIUg,Sushi Zo,4.0,90034.0,735,$
354,15,9bPpqyFm5zjM0qC5uo8fVg,International Rose Test Garden,4.5,97205.0,721,$$
355,9,9dEzOkevVNAdMFEIkD5kSw,Frank Lloyd Wright Home and Studio,4.5,60302.0,182,$$
357,13,9f48RWEylLgrkCt0-49iHw,Paris Baguette,4.0,19027.0,134,$
358,15,9lX1QuC6GBj7WyKImHkRRw,Mr Holmes Bakehouse,4.0,94109.0,2403,$$
359,11,9m678PeuzwYamIf6sysUHg,Marliave,4.0,2108.0,1281,$$
361,1,9mhqcimD0CYvqxzfj_VXnQ,Little Bad Wolf,4.5,60660.0,1457,$$
362,5,9pMhRYYgV7E9L7pzECtJKA,The Drunken Munkey - UES,4.5,10128.0,970,$$
366,9,9tvkWVKs3y22MNFFU7qrQg,Happy Jack's Burger Bar,4.5,11694.0,46,$$
367,15,9z5ekuuKE8OEnEH5ZDGt5Q,Hemmingway's Bistro,4.0,60302.0,237,$$
368,15,A3Qt87F7ZaAwCW4CyyB1Fw,Dottie's Donuts,4.0,19143.0,175,$
369,3,A5e2SU0SOAI3wJWm_YTxCA,Halo Farm,4.5,8648.0,154,$$
370,15,A7UFJ-a-yl85_JAdHSAubA,Two Guns Espresso - Manhattan Beach,4.5,90266.0,943,$$
371,7,A9S4iGkRVNLWY8BSkRpDEA,Fruition Restaurant,4.5,80218.0,825,$$$
372,11,A9rVxmIBtHZRvNhbBaGAWg,Szechuan House,4.0,8619.0,177,$$
373,6,AAQDZdKhtcX7otmOfOF9nw,Gino's Restaurant,4.0,11209.0,624,$$
374,15,AEv5LTvg1FbGTsnPv486_Q,Spago,4.0,90210.0,1931,$
375,19,AFSKnTfvIWVdCwrp8xKcyQ,White Noise Coffee Co,4.0,11358.0,547,$
376,6,AGR_kBvN__I7aTl0rBywAg,Atlantic Fish,4.0,2116.0,2493,$$
378,13,AGlh4ZDv6jnoiYfz7At9mw,Dim Sum Garden,4.0,19107.0,2347,$
379,15,AHB-e8F_dipajUaz_PJgDA,Krupa Grocery,4.5,11215.0,291,$$
380,8,ALwH81_sqskLmwfWS-_eeQ,Tank Noodle,4.0,60640.0,1755,$$
382,0,AQqUiXi0hn1xu5qVfM54IQ,Beijing Dumpling House,4.5,11435.0,270,$
383,10,AROCIT_xG30zqkdlkZQ0fw,Masse's Pastries,4.5,94709.0,881,$$
384,19,AS0l_Iq8yiXhLAeWvC_NwQ,Nonna Cucina Rustica,4.5,911.0,213,$$
387,8,AXTLsGtNfIOfjWRaX4aAqw,Jacob Riis Park,3.5,11694.0,135,$
388,18,AZc8Q6YW3yhfiEiYIpFzQw,Tan's Tasty Cakes,4.0,8619.0,57,$$
389,18,A_YpTLbAlEqeLVSs9bxbEA,Club A Steakhouse,4.5,10022.0,2707,$$
391,10,AfZPx4piTmg9dqZpYgYTgg,Moe's Doughs Donut Shop,4.5,11222.0,286,$
392,16,Aj3s1c0bU8pXnD3bV3EicQ,Mayura Indian Restaurant,4.0,90232.0,1163,$$
393,6,ApVoDeSuEXp8Paqc5Mrfzw,Jay & Lloyd's Kosher Deli,4.0,11229.0,232,$$
394,15,ArVv6o4UaT4YWLudfHloWw,Prime 16,4.0,10803.0,113,$
395,7,Aw69I2eD-lYffytWGGYM8A,Pinwheel Garden Dumpling & Noodle Bar,4.5,7304.0,161,$$
396,19,AxPJlSxkCJVJk3sSTL_8OA,Philippe the Original,4.0,90012.0,6075,$
397,17,B0qxEXABa8-t9sY4NQRRsQ,Fumo,4.0,10031.0,403,$$
398,14,B5DVYcAYXqesHAMXurtKDQ,Butter & Scotch,4.0,11225.0,497,$$
399,7,B7-6lvbEZqT87UW6ybNcJw,Manny's Steakhouse,4.0,55402.0,793,$
400,10,BE9n1NGLQGoz9bBOgi0b7g,Pho Ever Restaurant,4.0,90249.0,996,$
401,12,BFnR7RkLsDUoLd9P3z2l9Q,Undergrind Cafe,4.5,90034.0,693,$$
403,5,BIrM17k1ApiS-IR1HTTNjw,Kirari West Bake Shop,4.5,90277.0,594,$$
404,11,BJrktyd8gy1bPd9flu54RA,Isabella's Brick Oven Pizza and Panini,4.5,21202.0,503,$$
405,15,BPZSoOGfUCLLRQ8mc_5ZPw,Sticky Fingers Sweets & Eats,4.0,20010.0,888,$
406,18,BTXlMN6mPkXATmxyvQdBPQ,Sliver Pizzeria,4.0,94704.0,1352,$
407,6,BV1cf0RibyZGlrBErBDqGQ,Mastro's Steakhouse,4.0,92626.0,3203,$$$$
408,15,BWd06JUkb2qJLn-HH3_phQ,Mercado Buenos Aires,4.0,91405.0,578,$
409,6,BZTbgxc48opqZdjEX13ICQ,Asahi Sushi Bar,4.0,925.0,19,$
410,7,BbIDkONhrXwGynZKl_kHbw,MidiCi The Neapolitan Pizza Company,4.5,91403.0,2809,$
411,19,BbjxqOfxeWeokJ2Z6XVeEw,Shinobu Japanese BBQ,4.5,92683.0,499,$$
412,17,Bel7hrQhVRW4A64hmZZC6Q,Band Box Diner,4.5,55404.0,198,$$
413,12,Bfc3RwM7UAEohk9e19Q1xw,Pho Huynh Hiep 2 - Kevin's Noodle House,4.0,94122.0,1632,$
414,3,Bh0Rxd4Yi21luny0S95GaQ,Ceetay,4.0,10454.0,314,$$
415,10,BhnCaqbJtWrC36eVxlewSw,L P Steamers,4.0,21230.0,1475,$$
416,19,BiZAzf2SAFCE0gJrX-PGFw,Gather,3.5,94704.0,2175,$$
417,2,Biidj3QszVuVO0Q85g5NPw,Fu-Wah Mini Market,4.5,19143.0,237,$
418,13,Bj_4lpjmkFHwOAzRbIoabg,The Jibarito Stop,4.5,60608.0,256,$$
419,19,BkDSES5Rmn6FmUC25EVn-Q,Double Delicious Thai Cuisine,4.5,92708.0,394,$
420,12,BlBBmx4sLmoRW0tORiMDHQ,Hado Sushi & Thai Cuisine,3.5,11435.0,356,$$
421,19,BmOvutFlEYKlfyJRXphqLA,The Front Porch,4.0,7506.0,219,$$
422,4,Bp0WR7n2hCPNG0j12WRu1w,Din Tai Fung,4.0,92626.0,4663,$$
423,1,Bq9ywSteEp_7ZgPGktbM9w,NuVegan Café,4.5,20001.0,1074,$$
424,2,BsdB6DhfvSq7ZZs-_u0RpA,Taci's Beyti,4.5,11223.0,692,$$
425,6,BtrGu-vCh-KliNJ2OfbDoA,"Sassafras American Eatery, Capitol Hill",4.5,80203.0,873,$$
426,6,BwkeC6JB_4fIVpth2VUyQA,Valois,4.0,60615.0,578,$
428,9,BwoMqO_x_FRT949HOAtCEw,Chi Cafe,4.0,60616.0,1115,$
429,3,BxnrBKdLwdaEXyq97uxgKg,Cascalote Latin Bistro,4.5,10029.0,336,$$
431,3,By2Zl1imtu0SpA4IBziN1g,La Masa,4.0,10462.0,414,$$
432,6,BzmbRSKGs56Yw2w2R12khw,Hoy-Ka Thai Restaurant,4.5,90028.0,1751,$$
433,10,C-8mGN7lt5rIraO5n-15ug,The Smith,4.0,10022.0,2546,$$$
434,5,C0oehMtQSl_JOKWIX6ORzQ,Fratelli Milano,4.5,33131.0,1040,$$
435,6,C69uTzoWFaIWcpnYf2LbRw,ROKC,4.5,10031.0,385,$$
436,10,C6ktcKtaj62akb8X0CqAWg,Sunny Carry Out,4.0,21230.0,65,$
437,0,C8j0q4Ma_S5hBGuAI-aaww,Di Fara Pizza,4.0,11230.0,3377,$$$
439,1,CBvUjKYMXUJzxRSxLTBLHQ,Cafe Caribe,4.0,60804.0,224,$
440,14,CCBy_QYHbTtPrAKHS3pqHg,Pita Palace,5.0,11211.0,220,$
441,16,CE1iKW3LnHpzFMeX6MZZow,Georgina's Bakery & Cafe,4.5,11694.0,21,$$
442,17,CIl8zDi7zEOqNI5JG4R1JQ,Açai Hangout,5.0,7205.0,15,$$
443,3,CKxp6p22ipCo94iLieXzbQ,Ellenos Real Greek Yogurt,5.0,98101.0,1772,$
444,17,CQ79htRPD6yxi0Zg4sYTNw,The Capital Grille,4.5,21202.0,513,$
445,2,CQNv4SXqFltcwNsx-qHbLQ,Steuben's Uptown,4.0,80203.0,2629,$$
446,3,CYe7IP0tqjhskGlcODK-lQ,Curry Time,4.5,91732.0,176,$
447,15,CZg05roVBkzu1QzxTHfkPw,Fino Wine & Tapas,4.0,11361.0,376,$$
448,3,Cb85PgiOfcmHza5GQFTB6A,Royal's Restaurants,4.5,19150.0,69,$$
449,4,Cf0iV72DTqR0ggBje2d0sg,Espresso a Mano,4.5,15201.0,337,$
450,9,CfOBb6NU2awo8xclJpKU3g,Chela Modern Mexican,4.5,11215.0,395,$$
452,2,CfWe636m2CAUg4FAdl_zVQ,Ricardo Steak House,4.0,10029.0,1022,$$$
455,13,Cf_t7vFv2t9tmBZZCMEd-A,O'LaLa Empanadas,4.0,7304.0,259,$$
456,11,CgjHPbprMEMcfUYeyQE_SA,Xecora Gastronomia Urbana,4.5,91732.0,313,$$
457,3,CiaLuRb1McZQasCbBKcRew,Oishi Teriyaki & Sushi,4.0,93215.0,116,$
458,2,CjAKxQ0okWHqtz0o4jxMFg,Yassa African Restaurant,4.5,60653.0,263,$
459,15,CsX6pQeNpsLvgNPY5eekMg,Great Maple - Pasadena,4.0,91101.0,1791,$$
460,6,CtZPYKOlNeZDDCZzvDYfQg,Mama Hong's Vietnamese Kitchen,4.0,91502.0,1369,$
461,11,CvPgYQrChtu9aFvPs95hlQ,Tavern on Merrimack,4.5,1843.0,34,$$
462,17,D0xVxy3acRr_gmoivxDkOg,Billy's Downtown Diner,3.5,18101.0,128,$$
463,16,D1jp3pfGvyYyaXBN8iJRBg,The Farm On Adderley,4.0,11218.0,1163,$$
465,8,D72plveORooGm-Mr8rki5g,Nick's Rotisserie,4.0,21230.0,80,$$
466,11,D8DCqnBoQZBOwRLhyniaUg,Marin Brewing Company,3.0,94939.0,793,$$
467,11,D9s3QQtmc-FP1WyMlGKnZg,Tonkatsu Ginza Bairin,4.5,96815.0,1840,$$
468,1,DDRZIICbOHKSxTWsgSrVlQ,GRANVILLE,4.0,91502.0,2487,$$
469,12,DEBtWelTYeMA3dAaq8YhVA,Swing the Teapot,4.0,11001.0,305,$$
470,13,DFjgAICMyQ0nYcWbETrUug,Seabirds Kitchen,4.5,90802.0,800,$
471,7,DGyoVB9PdI9_jw0CNi_OPg,Suppenküche,4.0,94102.0,3109,$$
472,4,DHFEpeJXemrdxIuGGcyurg,De Mole,4.0,11377.0,605,$$
473,17,DOdamkEm9JWR9s6VH_NuOQ,Mayfield,4.0,11238.0,519,$
475,4,DOi9GxTRFUH90YNadXt-vg,Los Compadres,4.5,90813.0,668,$$$
476,19,DOnfRmedexuK5XtWdIxz1g,In-N-Out Burger,4.0,90301.0,251,$
477,12,DRnltUDTok5iZ1n6hP0DNA,Bani Bakery,5.0,92703.0,95,$$
478,13,DVSm03qNU7zE1mv1QSKnsA,MangoSeed Restaurant,4.0,11226.0,796,$$
479,9,DWR54ugpSThnDub4xeHWow,Karam Restaurant,4.0,11209.0,318,$
480,11,DXwSYgiXqIVNdO9dazel6w,Pequod's Pizzeria,4.0,60614.0,5916,$$
482,13,DYmSjWNUbU5tyo_gQ7PO5g,Mizlala,4.5,90016.0,163,$$
483,8,DZaN3bNWfwcm__sNw5bvDg,Daniel,4.5,10065.0,1565,$$
486,12,DZsi1jbErDqmjARo-iT4aw,Mitasie 3,4.5,92647.0,860,$$
487,19,DZsueiruSa1_SGFwO8sBMg,La B de Burro,4.0,911.0,244,$
488,16,DbZ9dlJVZW68i9EzYqtcbA,Jake's Famous Crawfish,4.0,97205.0,1531,$$
489,4,DfmaMh5rJQ_o9vEvhfUDgQ,Uncle Tony's Pizzeria,4.0,91606.0,1220,$
490,17,DjYekFak0qlQROfzo2oalw,Niche Bistro,4.5,911.0,102,$$$
492,12,Dks6hZZIjXr2S0KV7_z-wg,Pride Sushi and Thai,4.5,60659.0,207,$$
493,19,DnVyBXyfuDSecq9q3Lg65g,Orleans & York Deli,4.0,90301.0,440,$$
494,1,DoxzpRkIjj_5uKCnv7Ekzw,Pho Lantern Restaurant,4.5,14213.0,431,$$
495,16,DpZ7Xaub8Lhpg7VJdHaPpg,Zenkichi New York,4.0,11249.0,977,$$$
496,19,DpZBA0-f7Um9lvnp1zZM2A,Earl's Beer & Cheese,4.0,10029.0,587,$$
498,11,DqYsAL8tYgEcl1TOb3OtIA,Blaze Fast-Fire'd Pizza,4.0,91101.0,1264,$
499,1,Drb6I9masZDvxQUVcqE2ww,Ho' Brah a taco joint,4.0,11209.0,774,$$
500,15,Dw0D3560Yt3pQtdm74gGeQ,A&A Bake and Double and Roti Shop,4.5,11216.0,212,$
501,19,Dwg-RgHUXsBfAi7G0V8LIg,Green Juice Cafe,5.0,10033.0,191,$$
502,13,DymuoD56_QaUQdRpZSiOEw,BCD Tofu House,4.0,11361.0,673,$$
503,12,E4W2T89vm4hmBwk39EoUuw,Tatsu Ramen,4.0,90046.0,3411,$$
504,4,E7CzPEYBEy2LRA_-MUBPzA,Sergio's Ristorante,4.5,10803.0,111,$$
505,16,E7lqJQm0Gw7szRdwZEt8Xw,Ocean Bo,3.5,91732.0,421,$
506,13,ECEfJ-SFXY5yv8Xp2rZoew,Lupes Restaurant,4.5,93215.0,28,$$
507,19,ECQoBkfBts8jeVBlVaSaLg,Tu Casa Restaurant,3.5,11415.0,534,$$
508,14,ED1MeTxK9dohGPA6DKslQw,Slimak,4.5,11232.0,161,$$
509,10,EFefgQdk_19WxQXvVtwEog,Blue Bottle Coffee,4.5,94102.0,1671,$$
510,6,ELY0HI8GDEx0jkmREVna0A,Frankford Hall,4.0,19125.0,922,$$
511,3,ESuHmNFTNcehIInpRVE4jg,The Salty Donut,4.5,33127.0,1895,$
512,18,EVeZX_a-luNNopTDrV8JUQ,Promontory Point - Chicago Park District,4.5,60615.0,101,$$
513,18,EWbbiUBkGzCYrEoOF05HzA,Gracias Madre - West Hollywood,4.0,90069.0,4034,$
514,6,EWrDx-M8HJpR0wVJHrflNg,Umi Sake House,4.0,98121.0,3395,$$
515,1,EbUZhM4fLpsWQ8fpBhhgEQ,Mike & Patty's,4.5,2116.0,1650,$
520,0,EdbCzQaffWaeMm-FPMllRg,Antojitos Mexicanos Restaurant,4.5,90723.0,664,$
521,12,Eh-7d5coQltQfQWAtWnPyg,Le Panier French Bakery,4.5,98101.0,2293,$
522,13,EhsJ0qjWpY93RZQA9GfzIA,MacLeod Ale Brewing,4.5,91411.0,436,$
523,11,EjNI-dNAMrYxKgUIkqeqhg,Guard and Grace,4.5,80202.0,1022,$$$
524,11,ElCbMJRjgu9LDj4MxOKXew,Big Jones,4.0,60640.0,1491,$$
525,15,ElN2OBQuhNVUNYThFs0Fyg,King's Fish House - Pine Ave,4.0,90802.0,1327,$$
526,7,Eokzp1wT7V6DiISsDWlMWQ,Metropolis Coffee Company,4.5,60660.0,631,$
527,7,EqWX1DsJdadn0E5rnPpARg,Cava Mezze - Baltimore,4.5,21202.0,680,$
528,12,EqYsNrxTk6YM-Qk7xWC48g,Tre Kronor,4.0,60625.0,731,$$
530,17,EwYzIWSC-w81qZwUwVDoIQ,Enzo's La Piccola Cucina,4.0,8648.0,91,$$$
531,1,EyzwOeUWwoKGeZcOcVUW0A,Ekiben,5.0,21231.0,1021,$
532,11,F0EUMg7UwxLCQ0GFpX0dyg,9/11 Tribute Museum,4.5,10006.0,288,$
534,16,F9N4o6uuocwm3lPkhmK3yQ,Nagomi,4.5,19038.0,189,$$
535,0,FBQp3R_PQIM9eGnkqzmlOw,Tasty n Alder,4.5,97205.0,3801,$$$
536,16,FDIoDRMFzEvxcbPnqn6-Iw,Favori Restaurant,3.5,92703.0,583,$
537,0,FEsTWHjM_-CPKismnXF1kA,El Taller,4.5,1840.0,106,$
538,16,FG8atOE15c8IoQH_hEb9zA,Geppetto Cafe,4.5,15201.0,243,$$
539,1,FHBrUwpxXCw3SUCeqnRO0Q,Johnnie's Beef,4.5,60707.0,1263,$
541,14,FIweOxvfz1aSgXqs2X-pqw,Sangkee Asian Kitchen,4.0,19027.0,119,$$
542,5,FJl6LCHbqiM9mvSwDjFAjw,Kim's Restaurant,4.0,19120.0,180,$$$
543,13,FVzl8rDPiTWEtrNEuCu-Xg,Storyville Coffee Company,4.5,98101.0,1602,$
544,10,FXBrt0VpeBRengdd4fBOZw,Werkstatt,4.5,11218.0,225,$
545,4,Fb3WueRF1ekhs72psinq5w,Mario's Peruvian & Seafood,4.0,90038.0,2281,$$
546,18,FhXjAc6nKLf414KxYujUHw,Roberta's,4.0,11206.0,2765,$
547,2,FoXPtrmgnbWf2RhUrzF4jA,Santoor Indian Restaurant,4.0,11004.0,309,$$
548,19,Fx_zqaXVgc8BzwIfcbEKkw,BO's Bagels,4.5,10026.0,290,$$
549,18,G0ULL97D7OQvjPMpZxlscQ,Lu's Sandwiches,4.0,55408.0,334,$$
550,6,G77Fo795EhpO48Lst9eo3A,Pelicana Chicken - Flushing,4.5,11358.0,804,$$
551,19,G7ZSmpK58_YCEPwsK2OA-g,Salonica,3.5,60637.0,294,$$
552,10,G8A7OaP9rcR3-vAWb_7G0Q,Gloria's Cafe,4.0,90034.0,1599,$
553,0,G9KdODINirmdSuYaBfBppA,Butcher & The Boar,4.5,55403.0,1605,$$
554,4,GA5msU6NO9rQRctPfDJCBg,Peaches HotHouse,4.0,11216.0,1137,$
556,5,GAuweBrcC_wK3a0UhZjwfA,Loco Pez,4.0,19125.0,602,$$
557,13,GBbp688iLv7FPdx_x2ciXg,Jamon Iberico Pata Negra Restaurant Tapas & Wine Bar,4.5,33130.0,310,$
558,19,GBkFa8TJwkaUJsJXXGkTTg,Zaytinya,4.0,20001.0,4545,$$$
559,17,GCic7_NfVsOcKioOOL8t1Q,House of Platters,4.5,7508.0,126,$$
560,11,GEpXn9rtTMtIj5NsGFiNQw,The Bad Apple,4.0,60618.0,1519,$$
562,3,GG55nmUtP4VvH3eoGLqhwQ,Ono Seafood,4.5,96816.0,3169,$
563,16,GIJavHkmMXl5-zd6Mndasg,Loaded Cafe - Gardena,4.0,90249.0,717,$$
564,18,GKQApReu8U9hip4A2ApJ_A,Osteria La Buca,4.0,90038.0,1872,$$
565,14,GKpsPOxHZA1C4bhMr827OQ,Teriyaki House Grill,4.5,90706.0,194,$
566,4,GNYNs8pu3J-GaSKLQueQSg,H Mart - Upper Darby,4.0,19082.0,149,$$
567,13,GXu3PD4IPsxIHpo011aydg,Bob's Donut & Pastry Shop,4.5,94109.0,2955,$
568,7,GYIlrCd5N9z1UNpwKz1rqg,The Luxe Buffet,4.0,92683.0,2836,$$
569,15,GbAZbcCR969hfa4kCQqRcw,Eat This Cafe,4.5,90038.0,1022,$$
570,7,GfEfNJyKE9mC_bld-vlrDg,555 East Steakhouse,4.0,90802.0,1531,$$
571,3,Gh7XAH2xT3lnpOERhzSNxA,Margherita Pizza,4.5,11432.0,270,$
572,17,Gofwz-hHc8UTupy9gki8Dw,The Icery,4.5,19050.0,53,$
573,1,GosSQWNFHvkSeRIsdlho6w,George's Greek Cafe,4.5,90802.0,2102,$$$
574,15,GrFxdNfPvdlVrueRY7XERg,List,4.5,98121.0,1828,$$
575,8,H14AmGO9IrSn1hWIMbJXLg,Juany's Cafe & Grill,4.5,7410.0,267,$$
576,6,H1Bs27aRoY5X3UyJEm_Q0Q,Rica Arepa,4.5,60639.0,104,$
578,14,H1jops1lmuhrq9lP7lEGJQ,Flor De Mayo,4.0,10024.0,1154,$$
580,13,H3p3b8nbB3OtIfQyQGKDkg,Eet Gud Bakery,4.0,8619.0,65,$$
581,1,H4jJ7XB3CetIr1pg56CczQ,Levain Bakery,4.5,10023.0,7856,$
587,11,H5PdoEWleg9uDU67ZAy6JA,Mixtape,4.5,15224.0,82,$$
588,0,HD42q0hY9fPvlRZ0kS4qGQ,BO-beau kitchen + roof tap,4.0,90802.0,2193,$$$
589,10,HEaQQAH6qyFXamKkpil91A,Pauli's,4.5,2113.0,1053,$$
591,15,HEtk9ycAlpSOYkVzyKRzMA,Blue Danube Restaurant,4.0,8611.0,62,$$
592,3,HHBbetQ-XRQYJprT5Qp9jw,Gaul & Co. Malthouse,4.5,19134.0,104,$
593,8,HHtpR0RslupSQ99GIIwW5A,Marufuku Ramen SF,4.5,94115.0,2726,$$
594,12,HJKGDdibWWWVA2yt2O2SOA,Chilacates Mexican Street Food,4.5,2130.0,462,$$$
595,10,HS71C3KNvUE94GKzU7xhIQ,HoM Bay Ridge,4.0,11209.0,302,$$
596,3,HTgKfmmlzgE43trhntv8-w,DuBu,4.5,19027.0,409,$$$
597,3,HX4YqfsG4AYKJbMZibO9nA,Manhattan Beach Post,4.5,90266.0,3099,$$$
598,15,HYDAargEgcizGuODd1wlMg,Alfie's Pizza,4.5,11418.0,136,$
599,3,HYhYc92rD7O7iIs7TmXvlg,Cruzita's Deli and Cafe,4.5,90255.0,245,$
600,10,HZP8Ieuq8lmFpz7V41NJgQ,New Star Restaurant,3.5,60707.0,368,$
601,9,HZWHBfeuP4Fb6y8b8uqnbA,Sushi Yasaka,4.0,10023.0,1715,$
603,8,H_KyiRhwho8rdlw_R93_0Q,Marea,4.0,10019.0,1996,$$$
604,2,H_RM2u1WWGU1HkKZrYq2Ow,Blue Star Donuts,4.0,97205.0,3935,$
605,12,H_ZSkwh9FfAKqX_z2pIcmw,Havana Club Restaurant and Bar,4.0,91732.0,242,$$
606,9,H_j089ZWRIIA90usua2q1Q,Congregation Ale House,4.0,90802.0,1525,$$
607,13,Hc9l2eLAGTB4lZJI3vRoPw,Tasty Burger,4.0,2215.0,1118,$
608,10,HdCP5x3ck6hbNcOCDnixeA,Pelville Coffee & Pastry,4.5,10803.0,40,$
609,18,Hh9glEE_xDYT_pPUsRPXlA,Blend on the Water,4.0,11109.0,3031,$$
610,12,HmbZNTSG0HTWralCGpX9Kg,Osawa Shabu Shabu & Sushi,4.5,91103.0,1112,$$
611,15,HoNTrjxDYquS_o_tYupHrg,Joy Yee Noodle,3.5,60616.0,1594,$
612,1,HqVdTKCpOZWrCvUF9rG2sA,Brennan & Carr,4.0,11229.0,641,$$
613,9,I-kONk_Y_0L6_L5urN-JQg,Gaby's Pizza,3.5,11423.0,433,$
614,8,I2XhY76Mmc6yTg-aSBBHfQ,Bronx Zoo,4.0,10460.0,1042,$$
615,18,I2Y6ajDqATnACo6L9pRbbQ,Mi Ranchito Veracruz,5.0,91605.0,631,$
617,9,I7u1vVujk_CQcs15IReBeQ,Azucar Ice Cream Company,4.5,33135.0,902,$$
618,18,I8U2B8O3uXhhXYhRrOH_Xg,The OX Tavern,4.0,11230.0,505,$$
619,14,IBKcCJfozUg-0IwphlcCqg,Mingles Tea Bar,5.0,90305.0,140,$
620,12,IJUi7B11Ohxd0yxXMZbPUQ,Fogo de Chão Brazilian Steakhouse,4.0,55403.0,774,$
621,6,IJg3TdXz8IzKTfcspmr8MQ,Seasoned Vegan,4.0,10026.0,1117,$
625,17,IJk76B-pTta_klpAZcpQdA,Lou's Cafe,4.5,94118.0,1474,$$
626,14,IKkot7qjdVw2tlSJi-LLrQ,Conti's Pastry Shoppe,4.0,10462.0,217,$$
627,2,IMA18MENFeqdZc5YVh8njg,Brooklyn Botanic Garden,4.5,11225.0,752,$$
631,0,IRnNJNVlSyhQG0lBfzsZaA,Ain't She Sweet Cafe,4.0,60653.0,226,$
632,8,ISHl0cSIx-bHvmUblXEdTg,Dusek's Board & Beer,4.0,60608.0,923,$$
633,14,ITNAxP_RUZ_FCPFNt7pjmw,Earle's On Crenshaw,4.5,90008.0,359,$$
634,8,IWHdx0NhDKADkGOgXgOFKQ,Tommy DiNic's,4.0,19147.0,2097,$$
635,13,IX34m-olKrlEeeEIXEPh9g,Franco's Ristorante,4.5,60616.0,207,$
636,18,IZ9-5z45wc3Oh_jlnX_Kcg,Giuseppina's,4.5,11215.0,310,$$
638,11,IZw7SfYpvXMFLErXBMDKVQ,Stone Park Cafe,4.0,11215.0,904,$$
639,18,IcCBjl6NXX5Xu34dngIC8A,The Potholder Cafe Too,4.0,90802.0,905,$
640,18,IeLDRhva7CJ3EXuYw5xgVg,Biscuit Bitch,4.5,98121.0,1331,$$
641,11,IeiHSrzL6GSEuZhHs7CiPQ,Reuter's Bakery,4.0,60707.0,117,$$
642,9,IguYBJJ7N7HLHz2gnNZumg,The Local,4.0,55402.0,728,$$
643,9,IjB5DBtI2wVFx8J-Tm74Hg,Rainbow Drive-In,4.0,96815.0,4040,$
644,15,IoPgRTk7Cs3ydeM5R2NRZA,Andytown Coffee Roasters,4.5,94122.0,802,$
