zip_code,Female,Male,total,pct_female,pct_male
11236,310.0,448.0,758.0,0.40897097625329815,0.5910290237467019
11237,7361.0,3571.0,10932.0,0.6733443102817417,0.3266556897182583
11238,18502.0,8496.0,26998.0,0.685310022964664,0.31468997703533597
11239,1184.0,1481.0,2665.0,0.44427767354596626,0.5557223264540337
11249,5970.0,6032.0,12002.0,0.49741709715047494,0.5025829028495251
11354,40547.0,15661.0,56208.0,0.7213741816111585,0.27862581838884143
11355,2802.0,1285.0,4087.0,0.6855884511866895,0.3144115488133105
11356,699.0,2919.0,3618.0,0.1932006633499171,0.806799336650083
11357,2597.0,3438.0,6035.0,0.4303231151615576,0.5696768848384424
11358,5725.0,5562.0,11287.0,0.5072206963763621,0.4927793036236378
11361,19351.0,10041.0,29392.0,0.6583764289602613,0.3416235710397387
11362,4565.0,3589.0,8154.0,0.5598479273975963,0.44015207260240374
11363,330.0,165.0,495.0,0.6666666666666666,0.3333333333333333
11364,1802.0,1020.0,2822.0,0.6385542168674698,0.3614457831325301
11365,895.0,782.0,1677.0,0.5336911150864639,0.46630888491353606
11366,4930.0,3307.0,8237.0,0.5985188782323662,0.40148112176763384
11367,0.0,206.0,206.0,0.0,1.0
11368,5521.0,2524.0,8045.0,0.6862647607209447,0.31373523927905533
11369,0.0,386.0,386.0,0.0,1.0
11370,2223.0,0.0,2223.0,1.0,0.0
11371,189.0,189.0,378.0,0.5,0.5
11372,5992.0,4430.0,10422.0,0.5749376319324506,0.42506236806754943
11373,11819.0,5208.0,17027.0,0.6941328478299172,0.3058671521700828
11374,2531.0,515.0,3046.0,0.8309258043335522,0.1690741956664478
11375,21524.0,9701.0,31225.0,0.6893194555644515,0.31068054443554843
11377,5203.0,6236.0,11439.0,0.4548474517003235,0.5451525482996765
11378,1870.0,1524.0,3394.0,0.5509723040659988,0.44902769593400116
11379,292.0,0.0,292.0,1.0,0.0
11385,3650.0,3794.0,7444.0,0.49032778076303063,0.5096722192369694
11411,207.0,18.0,225.0,0.92,0.08
11412,57.0,150.0,207.0,0.2753623188405797,0.7246376811594203
11413,713.0,375.0,1088.0,0.6553308823529411,0.3446691176470588
11414,5500.0,3246.0,8746.0,0.6288589069288818,0.3711410930711182
11415,979.0,2256.0,3235.0,0.3026275115919629,0.6973724884080371
11416,114.0,0.0,114.0,1.0,0.0
11417,845.0,482.0,1327.0,0.6367746797287114,0.3632253202712886
11418,379.0,239.0,618.0,0.6132686084142395,0.38673139158576053
11419,537.0,879.0,1416.0,0.3792372881355932,0.6207627118644068
11420,2169.0,1808.0,3977.0,0.5453859693236107,0.4546140306763892
11421,131.0,196.0,327.0,0.40061162079510704,0.599388379204893
11422,1835.0,183.0,2018.0,0.9093161546085233,0.09068384539147671
11423,0.0,914.0,914.0,0.0,1.0
11426,199.0,199.0,398.0,0.5,0.5
11427,592.0,911.0,1503.0,0.39387890884896876,0.6061210911510313
11428,546.0,258.0,804.0,0.6791044776119403,0.3208955223880597
11429,0.0,84.0,84.0,0.0,1.0
11430,2114.0,205.0,2319.0,0.9115998275118585,0.08840017248814144
11432,1496.0,1152.0,2648.0,0.5649546827794562,0.4350453172205438
11434,2125.0,443.0,2568.0,0.8274922118380063,0.17250778816199377
11435,1194.0,379.0,1573.0,0.7590591226954864,0.24094087730451366
11436,248.0,124.0,372.0,0.6666666666666666,0.3333333333333333
11464,310.0,620.0,930.0,0.3333333333333333,0.6666666666666666
11509,157.0,157.0,314.0,0.5,0.5
11516,63.0,63.0,126.0,0.5,0.5
11559,441.0,568.0,1009.0,0.4370664023785927,0.5629335976214074
11580,782.0,351.0,1133.0,0.6902030008826125,0.30979699911738745
11581,0.0,337.0,337.0,0.0,1.0
11691,217.0,28.0,245.0,0.8857142857142857,0.11428571428571428
11692,410.0,0.0,410.0,1.0,0.0
11693,2754.0,1716.0,4470.0,0.6161073825503356,0.3838926174496644
11694,1891.0,2078.0,3969.0,0.4764424288233812,0.5235575711766188
11697,175.0,223.0,398.0,0.4396984924623116,0.5603015075376885
