,index,business_id,review_id,reviewer_rating,reviewer_full,short name,gender,name,rating,zip_code,review_count,price
270,1,62pABDhLkUPAcNgxum_mpw,dHVNjkqbxGKjxzO5ErI1nw,4,Tom C.,tom,Male,Cafe Provencal,4.0,63122,99,$$$
272,2,62pABDhLkUPAcNgxum_mpw,bvUY27_kSOBJbS-N78hx9Q,4,Katie G.,katie,Male,Cafe Provencal,4.0,63122,99,$$$
274,0,6EKawoqscJ0IYNjtfpd0_w,HqE4kJAigpzMTCcEYsXBhQ,5,Michael W.,michael,Female,Kabul Express STL,5.0,63125,77,$
276,1,6EKawoqscJ0IYNjtfpd0_w,HasQfaQLL_nHw3cQsD0b0g,5,Steve S.,steve,Female,Kabul Express STL,5.0,63125,77,$
278,2,6EKawoqscJ0IYNjtfpd0_w,5qB7X8lXHGximfutbovT_w,5,Tara B.,tara,Female,Kabul Express STL,5.0,63125,77,$
280,0,6FvC6w810uf6O7Ocd6Wpog,YsvoW25HSDv8c2U-0yP1mA,5,Dawn L.,dawn,Female,Yolklore,4.0,63119,206,$$
282,1,6FvC6w810uf6O7Ocd6Wpog,ppecHOUFWnOdxmFs38bA5g,2,Steve B.,steve,Female,Yolklore,4.0,63119,206,$$
284,2,6FvC6w810uf6O7Ocd6Wpog,y2Hg-SKZeW4X-hktef-Wjw,5,Mary Margaret M.,mary,Male,Yolklore,4.0,63119,206,$$
286,0,6Gx45ltNNZvjzVBO6ZgVOg,gFZzpbi9gkcJGbZPlx8cjA,5,Jim C.,jim,Male,Three Kings Public House,4.0,63126,124,$$
288,1,6Gx45ltNNZvjzVBO6ZgVOg,3nUp9zZZfLRZFwIdtiikGA,4,Al N.,al,Female,Three Kings Public House,4.0,63126,124,$$
290,2,6Gx45ltNNZvjzVBO6ZgVOg,CdU9HkKk9nA3sNpmQC6s6Q,1,Dave D.,dave,Male,Three Kings Public House,4.0,63126,124,$$
292,0,6JekbYlD5cGNBEEhZRHKAQ,Un6t6yt22rD8x9fIwMhK0w,4,Michael M.,michael,Male,Frankie Gs Grill & Bar,3.5,63129,82,$$
293,1,6JekbYlD5cGNBEEhZRHKAQ,2OuSIV6dn3DcGZugIg0dRQ,2,Meighan W.,meighan,Female,Frankie Gs Grill & Bar,3.5,63129,82,$$
294,2,6JekbYlD5cGNBEEhZRHKAQ,J_w6FcqZK2SViDYJj_goig,4,Christina C.,christina,Female,Frankie Gs Grill & Bar,3.5,63129,82,$$
295,0,6SUvtHmZMW3rjn4hP73kWg,8zyrz9NggyBt5zEP8rccuQ,5,Ashley B.,ashley,Male,MI Hungry Catering & BBQ,3.0,63114,59,$$
296,1,6SUvtHmZMW3rjn4hP73kWg,yhKiqwOs3sXGgkFhLuFgow,1,Joann S.,joann,Female,MI Hungry Catering & BBQ,3.0,63114,59,$$
297,2,6SUvtHmZMW3rjn4hP73kWg,nwCK8A0vD2cSZpCGjscTaA,5,Crystal C.,crystal,Male,MI Hungry Catering & BBQ,3.0,63114,59,$$
298,1,6ocjEAlJYLZu0SksTMUZRg,uzxd7d18L7aHJBTpMJYzaQ,3,Karla H.,karla,Both,Playboy El Cappuccino,3.5,63147,21,$$
300,0,6r9FNW0-4aKqbPCX7UxTZg,L0r7kkP6Nv3e5g7ywIJWjg,4,Annette R.,annette,Male,Maggiano's Little Italy,3.5,63117,332,$$
301,1,6r9FNW0-4aKqbPCX7UxTZg,XfBJvsVBmI2d33e1huLJDw,5,Bill K.,bill,Male,Maggiano's Little Italy,3.5,63117,332,$$
302,2,6r9FNW0-4aKqbPCX7UxTZg,1Apy6kiZ8A1k7jPeVp0PBg,5,Brett B.,brett,Female,Maggiano's Little Italy,3.5,63117,332,$$
303,1,6tyCAUL8uW3zuWKmncim5A,n_7m1cimc6PIHWgCObdllQ,1,Jackie E.,jackie,Female,Mom's Kitchen,3.0,63112,13,$$
304,0,6uDjRpAfvKIEWuI1auLpkg,rFu7CuRNHZBsgCAknBqYjA,5,John G.,john,Both,Uncle Leo's Pizza,4.5,63123,41,$$
305,1,6uDjRpAfvKIEWuI1auLpkg,Zi3krFerHq9VdL-rm3bXWw,5,Mary Margaret M.,mary,Female,Uncle Leo's Pizza,4.5,63123,41,$$
306,2,6uDjRpAfvKIEWuI1auLpkg,4MFX6vTftAD4O3RJ_r6gyQ,5,Andrew B.,andrew,Female,Uncle Leo's Pizza,4.5,63123,41,$$
307,2,6yw6rcys6FuMnbatD0lEcA,4-dbl3hQ1dDw7LX_IdpEMg,4,Darla E.,darla,Female,Starbucks,4.0,63135,11,$$
309,1,73ZXjIfdHJs59XOzKHQ45g,lhHKsnqeStnu6R8TVOpKrg,5,Katie G.,katie,Female,The Crossing,4.5,63105,183,$$$
310,2,73ZXjIfdHJs59XOzKHQ45g,niKXGTa9LLPb8NNQKmvc_g,5,Kate T.,kate,Male,The Crossing,4.5,63105,183,$$$
311,0,79nXYNRPoZBc9_y_OLZg2w,YpqKWcAxAKYWCJ89v1_PCQ,5,Max R.,max,Male,Mission Taco Joint,4.0,63108,235,$$
312,0,7AjM-d3gsgpvKDQSX6QCuA,0KLK7WxVkKWn9xFS1SeEUA,4,Valerie T.,valerie,Female,Bristol Seafood Grill,4.0,63141,483,$$$
314,2,7AjM-d3gsgpvKDQSX6QCuA,CM5UCu1oNZEIqk6Mm1ICdQ,4,Colin K.,colin,Male,Bristol Seafood Grill,4.0,63141,483,$$$
316,0,7ZQYMFjKj7AK1vzCi0BNyg,BiJVi1w7PtxrRCszXi-tTA,5,Patt C.,patt,Female,The Piccadilly at Manhattan,4.0,63143,231,$$
317,1,7ZQYMFjKj7AK1vzCi0BNyg,ANcVgt5h_Iwxz5dl65rWWQ,4,Adrian W.,adrian,Male,The Piccadilly at Manhattan,4.0,63143,231,$$
318,1,7iL_h9OsbW0T7MiiLbrbAA,iYvf50Uq1ScbG6dI2ZO6Ow,5,Charlie B.,charlie,Female,Maria's Deli,4.5,63114,46,$
320,2,7iL_h9OsbW0T7MiiLbrbAA,KWDv3n3CLzOCMZ8sRBKO6Q,4,Andy K.,andy,Female,Maria's Deli,4.5,63114,46,$
322,0,7jAhxpERKakOQsxepweZsA,Z-gy0DwA-khRcvqeTZeqOQ,5,Jordan B.,jordan,Male,Papa Murphy's,4.5,63129,14,$$
323,1,7jAhxpERKakOQsxepweZsA,rl9CGjj6iCK1NtvseHd97w,5,Rob D.,rob,Female,Papa Murphy's,4.5,63129,14,$$
324,2,7jAhxpERKakOQsxepweZsA,RU_NRuAOarumIkPkrxyP_Q,5,Susan P.,susan,Female,Papa Murphy's,4.5,63129,14,$$
325,0,7m9QY137WtxvdhgSUdetaw,mDjwdqdi8DKTOKnjBgoyzw,5,Ace S.,ace,Male,River Des Peres Yacht Club,4.5,63111,38,$
326,0,7px2-a7oz__Xl6XdGqRv3g,uDWXXTTXIwsrzcniRWpF6w,1,Zachary V.,zachary,Male,Jack in the Box,2.5,63137,6,$
328,1,7px2-a7oz__Xl6XdGqRv3g,7ppW-4TzHcQKH9bFsP9_IA,3,Jim J.,jim,Female,Jack in the Box,2.5,63137,6,$
330,2,7px2-a7oz__Xl6XdGqRv3g,M5Ic7QwjGo567o9ZChv95Q,1,Kimberly B.,kimberly,Female,Jack in the Box,2.5,63137,6,$
332,0,7qMmN_FB0JJ-8MPNfHwhsA,ruL0A4z9kZcOHLOuIJ3Gng,5,Greg D.,greg,Male,Big Sky Cafe,4.5,63119,234,$$
333,2,7qMmN_FB0JJ-8MPNfHwhsA,WItJuAbA0kWFDYPcRvX9FA,4,Bob B.,bob,Female,Big Sky Cafe,4.5,63119,234,$$
334,1,8CnKudR0MeSCIQVDuVs_WQ,E4v-d-kVk6zjXOR5YSeTxg,4,Linda B.,linda,Male,Jaden's Diner,4.0,63113,17,$
335,2,8CnKudR0MeSCIQVDuVs_WQ,c2QngFo0Lg7VWbcJMdo9NQ,5,Holly S.,holly,Female,Jaden's Diner,4.0,63113,17,$
336,1,8GjqBLemPdZjHyk3-Zio7w,EhXcmtra8GkYf3m8GALR3A,4,Kevin B.,kevin,Both,Montrey's Cigar Lounge,4.5,63135,23,$$
339,2,8GjqBLemPdZjHyk3-Zio7w,KhHIvS-DlnZ3pwNmFsSiEw,5,Jim H.,jim,Male,Montrey's Cigar Lounge,4.5,63135,23,$$
342,0,8S2hOkzWzpkJLybVOTSCLw,EcIDuXnt_bbS5eRmSYXn5A,4,Prachi M.,prachi,Both,Crushed Red,4.0,63141,135,$$
344,1,8S2hOkzWzpkJLybVOTSCLw,rAqYSB5u6T1VBWDpTPX1og,3,Marie S.,marie,Male,Crushed Red,4.0,63141,135,$$
346,0,8V9G6dC9sLCGp1LQVrmXwA,_u8QzX5E-jopCp0yLMT2wQ,5,Emma S.,emma,Female,Aya Sofia,4.0,63109,282,$$
347,0,8ZFC_TnP_hAsn0rgoK7KAA,2lkJp0g787QS7wJcvon-rA,5,Max R.,max,Male,Chimichanga's Mexican Restaurant,3.5,63111,200,$
348,1,8ZFC_TnP_hAsn0rgoK7KAA,2pSKYWNNJ7W1y4w-5MxNdA,5,Jason B.,jason,Male,Chimichanga's Mexican Restaurant,3.5,63111,200,$
349,2,8vwdDagJc8bJR0ZojFGZxw,lvl9NmnyaYDI4HfLeZNiOg,4,Zack G.,zack,Male,The Cup,4.0,63108,301,$
352,0,92KvPIcfrxpf_0gGUpnC6g,Hv_Y-SZtsKY84HT27kA8OA,5,Denise T.,denise,Male,Red's The One And Only BBQ,4.0,63135,13,$
354,1,92KvPIcfrxpf_0gGUpnC6g,vua_AHP3lc3_o27kY9nYqQ,5,Michael T.,michael,Female,Red's The One And Only BBQ,4.0,63135,13,$
356,2,92KvPIcfrxpf_0gGUpnC6g,qIYMQ6kvLxTgbIZgc04mjg,5,Dakota E.,dakota,Male,Red's The One And Only BBQ,4.0,63135,13,$
358,1,96W0AFA2zNXf7WIpMyT6_g,AkmbwsOwf0IbCV9bc1tXdw,2,Courtney O.,courtney,Male,Hunan Peking,4.0,63129,40,$
359,1,9KatEMj8pRNPCMVi5U2Vdg,stCCg8L0pzpDJ-Z5Na7Qmw,5,Scott H.,scott,Female,Monte Bello Pizzeria,4.0,63125,62,$
360,2,9KatEMj8pRNPCMVi5U2Vdg,gz0stgJiOJW1McIFuIxY5Q,4,Jamal W.,jamal,Female,Monte Bello Pizzeria,4.0,63125,62,$
361,0,9PSg27_eo9WBmC_7msPz3Q,W7qY1wzT05V3CHYmFSKs0g,5,Erika K.,erika,Female,The Bagel Factory,4.5,63141,89,$
363,0,9llupBLdHKFzfawIk6I74w,5k52lgFDo7HBZzrKpObkxw,4,Joyce Y.,joyce,Male,Seoul Garden Korean Restaurant,3.5,63074,294,$$
364,1,9llupBLdHKFzfawIk6I74w,H9YQ-SGx6sIQFgYZGwTaqQ,4,Allen H.,allen,Male,Seoul Garden Korean Restaurant,3.5,63074,294,$$
365,2,9llupBLdHKFzfawIk6I74w,nmfTKC9nQAeHkzkdyXM3yg,4,Joe K.,joe,Female,Seoul Garden Korean Restaurant,3.5,63074,294,$$
366,0,A1suinq7EcpyM06JIe7iOA,_dL6MLvXVm4nW2njxrjjSA,5,Danielle U.,danielle,Female,Guerrilla Street Food,4.0,63118,374,$
371,2,A1suinq7EcpyM06JIe7iOA,cLApFw1O9iKiEw6u3mGsbw,4,Scott G.,scott,Female,Guerrilla Street Food,4.0,63118,374,$
376,2,A4-2jEraYJ2w2grn_uXlHw,KKlCndSehOBweRDOWNE5Ow,5,Tatyana T.,tatyana,Male,Blood & Sand,4.5,63103,289,$$$
381,0,A5b9nVDi1DPVvPOD24-p6w,BfzRCuMk2bMAvwpceOhBIw,5,Olivia B.,olivia,Male,Sump Coffee,4.5,63118,286,$$
383,1,A5b9nVDi1DPVvPOD24-p6w,nnhoLyDdHZm6wlLnp43m7g,5,Adam G.,adam,Male,Sump Coffee,4.5,63118,286,$$
385,1,AD-CJ3g6_JjKAaJMb4tXqA,mplh7qQZKvn_Myl8ytXw5Q,3,Kwame S.,kwame,Male,Vino Volo,3.5,63145,63,$$
386,2,AD-CJ3g6_JjKAaJMb4tXqA,gtGjgITE3Ik780XvTROdtA,4,Terra A.,terra,Female,Vino Volo,3.5,63145,63,$$
387,0,ANTj0UD-OS7Zod3mulUg6w,440-g3qxrKEFX95kf9gKtA,5,Michael P.,michael,Male,Fork & Stix,4.0,63112,311,$$
389,1,ANTj0UD-OS7Zod3mulUg6w,QGuX3Hgco3M-qO9vTZ4KsQ,4,Seon L.,seon,Female,Fork & Stix,4.0,63112,311,$$
391,2,ANTj0UD-OS7Zod3mulUg6w,xeQCTegZCrsz2-LBX84qPg,5,Max R.,max,Female,Fork & Stix,4.0,63112,311,$$
393,1,AQFdx66VvAWx6B4Fm3Y7NA,GVBEufQX_yvAdTX7QAoB4w,1,Candice C.,candice,Male,Pizza Hut,1.5,63138,7,$
394,2,AQFdx66VvAWx6B4Fm3Y7NA,S9Z9zH3cTpCIbeIP0wIX5w,1,Joe A J.,joe,Female,Pizza Hut,1.5,63138,7,$
395,1,ARgidflSXPHj7uhK-Y7hwA,H02dpUp1Y0DTd-vIkbeEyQ,3,Emily T.,emily,Male,Kampai Sushi Bar,4.0,63108,283,$$
396,2,ARgidflSXPHj7uhK-Y7hwA,SXy_NHwyYqySeL_5ZdEZpw,5,Cian D.,cian,Male,Kampai Sushi Bar,4.0,63108,283,$$
397,0,ATO_GTUMSEYBZn0v1cqg0g,4LF008zi3D790VRzC2_B_Q,5,Diana K.,diana,Female,Gulf Shores Restaurant and Grill,3.5,63141,504,$$
399,0,AVCjn9uVgkjIRM3uYrEf1w,zTgYinF2oD5OxPkTqzu5hw,5,Timothy C.,timothy,Female,Du Kum Inn,3.5,63080,18,$
400,1,AVCjn9uVgkjIRM3uYrEf1w,lFA8ywkf4npPKPVriY9zYA,3,Dawn H.,dawn,Male,Du Kum Inn,3.5,63080,18,$
401,0,AdXyxM8b14j6F4JZOQc3cA,4vgyIQP0Op8AoC0KnGEEPg,4,Chris M.,chris,Male,Golden Pancake,3.5,63134,154,$
402,1,AdXyxM8b14j6F4JZOQc3cA,s7FgQJ3ax72LgrrFPbbDnA,1,Michael L.,michael,Female,Golden Pancake,3.5,63134,154,$
403,2,AdXyxM8b14j6F4JZOQc3cA,zfsyJlmvjPxlzVleyFDiZA,4,Anthony M.,anthony,Male,Golden Pancake,3.5,63134,154,$
404,1,AhptHEV4nFleCv4yOwp6fg,dYZIrgjXTX9p2sw5E-Bn6A,4,Katy C.,katy,Male,Park Avenue Coffee - Downtown,4.0,63101,205,$
406,0,AixPbZxJkgRyjxVqrpPAmw,LwRNnlhlBR_s_1sAke9Exw,5,Jason S.,jason,Female,Zia's on the Hill,4.0,63110,638,$$
407,1,AixPbZxJkgRyjxVqrpPAmw,POosyB9ZUrqe3DQkI9ermA,4,Chris W.,chris,Male,Zia's on the Hill,4.0,63110,638,$$
408,2,AixPbZxJkgRyjxVqrpPAmw,Gjn8ru-LNhc71TmI917ZiQ,4,Tara M.,tara,Female,Zia's on the Hill,4.0,63110,638,$$
409,0,AjxjKRNin477A7nKAZciGg,1TtrmGwVKPwDLdmOQZnnBw,5,Mark P.,mark,Female,John D. McGurk's Irish Pub,4.0,63104,380,$$
410,1,AjxjKRNin477A7nKAZciGg,H3L1Ax5eSBXNHpMbtCWXMA,3,Alan D.,alan,Male,John D. McGurk's Irish Pub,4.0,63104,380,$$
411,2,AjxjKRNin477A7nKAZciGg,EQD-y7My7aWn-DhifKV-4g,3,Vince L.,vince,Female,John D. McGurk's Irish Pub,4.0,63104,380,$$
412,0,AtQLrRpQan7UtJcIAo9hsA,8zedkiuAaQVbZDOa2CMeWg,4,Karla H.,karla,Male,Jilly's Cupcake Bar & Cafe,3.5,63124,435,$$
414,1,AtQLrRpQan7UtJcIAo9hsA,HBK6WRve9vmTUqx9-FtSNw,1,Annie C.,annie,Male,Jilly's Cupcake Bar & Cafe,3.5,63124,435,$$
416,2,AtQLrRpQan7UtJcIAo9hsA,CEkmNxkQRY9XfVWB-bQBDQ,1,John W.,john,Female,Jilly's Cupcake Bar & Cafe,3.5,63124,435,$$
418,1,B1L6-hN63I1S_cAijI5Otg,Bp69R4RQW1VId5_alNGKlQ,5,Angie W.,angie,Male,Bill Gianino's Restaurant,3.5,63129,60,$$
419,2,B1L6-hN63I1S_cAijI5Otg,P_8gWU2v_WLdmOo0aH8Dzw,1,Dina R.,dina,Both,Bill Gianino's Restaurant,3.5,63129,60,$$
420,0,BLvL1pUrgpzt2bJHRQ5yvQ,nXsFZHH_--9Lr1eXbjMC2Q,5,Richard D.,richard,Male,Riverside Diner,5.0,63111,29,$
421,2,BLvL1pUrgpzt2bJHRQ5yvQ,eU1tcCDDd0v4MeWg0XQPTw,5,Nikki P.,nikki,Female,Riverside Diner,5.0,63111,29,$
422,1,BOjpe0u5u_cm9SWMS2KLFg,DTiGec2oJBQbH6VHj8Gr0w,4,Melanie S.,melanie,Male,Stacked STL,4.5,63111,567,$$
425,2,BOjpe0u5u_cm9SWMS2KLFg,J_roQEYUG-v9zpVQE7NhFg,4,Eleni B.,eleni,Male,Stacked STL,4.5,63111,567,$$
428,0,BeWw8cFF1maJLbgCeHACjw,CLlYORPlc6JavBdXfuP9wg,5,Drew W.,drew,Female,La Pizza,4.5,63130,244,$
430,1,BeWw8cFF1maJLbgCeHACjw,j8njGGLge6rehv5pbfK5eg,2,Matthew G.,matthew,Both,La Pizza,4.5,63130,244,$
432,0,BqGhcuQhvWaTWj1sMA7qkQ,_PPEgrWohowLkQV4rxVrPQ,5,Rinky S.,rinky,Female,Wan Fu Chinese Restaurant,4.0,63131,73,$
433,1,BqGhcuQhvWaTWj1sMA7qkQ,L6D3zD8dEofu_cOu9tEkXQ,3,Craig Z.,craig,Male,Wan Fu Chinese Restaurant,4.0,63131,73,$
434,2,BqGhcuQhvWaTWj1sMA7qkQ,UDwVlKVB9ZzAhQ_9ccjPDQ,4,Sara L.,sara,Both,Wan Fu Chinese Restaurant,4.0,63131,73,$
435,0,BtTVHiY1AH5iHzTlx5HqZw,gnYPdQxi0kNieO76LK3nsw,4,Alley R.,alley,Male,Fortel's Pizza Den,3.5,63123,85,$$
436,1,BtTVHiY1AH5iHzTlx5HqZw,5BTUJL1oPRaBvIbIUfFIDQ,1,Kennedy M.,kennedy,Female,Fortel's Pizza Den,3.5,63123,85,$$
437,0,C0uRhn7nnHBATrwsCJ10Lw,1S_sEgVw2eJwDRcDLB3Z7w,4,Steve G.,steve,Male,Pieology Pizzeria,4.0,63129,86,$
438,1,C0uRhn7nnHBATrwsCJ10Lw,GFczVWsWNpT9ZhgPaQOqrA,1,Erin R.,erin,Male,Pieology Pizzeria,4.0,63129,86,$
439,2,C0uRhn7nnHBATrwsCJ10Lw,nkJ16qBHF6h4WGVaB5hRqg,5,Bill D.,bill,Male,Pieology Pizzeria,4.0,63129,86,$
440,1,C0wTjg67T6jPvw7M1wsx-g,bjnSOU2wum8LnHk3QFo96w,5,Laurel K.,laurel,Female,China House,3.5,63136,8,$
441,0,C2JtfhOZ3PPzIS9V5arQ2A,8-PYW4f_Gn7QczVt1W9dOA,5,Emily T.,emily,Male,Rise Coffee House,4.5,63110,269,$$
442,1,C2JtfhOZ3PPzIS9V5arQ2A,s66LFRWr-ezGuyJnjtMsLg,3,laura W.,laura,Male,Rise Coffee House,4.5,63110,269,$$
443,2,C2JtfhOZ3PPzIS9V5arQ2A,ZX3od4zhD6EeNUaiA1--yQ,5,Lilly M.,lilly,Female,Rise Coffee House,4.5,63110,269,$$
444,0,C6KP0hSutumHzLDCFyjvJQ,d3wqjs97Q7iX-DK05o9iCQ,5,Irene N.,irene,Male,Katie's Pizza & Pasta Osteria,4.0,63119,585,$$
447,2,C6KP0hSutumHzLDCFyjvJQ,GPX7Ro3PSwDZjM8i3atIBg,4,Andy W.,andy,Male,Katie's Pizza & Pasta Osteria,4.0,63119,585,$$
450,0,CBWmYHLgtFrOJs7SCcQn0g,J08QVYB7jD7Z2f7XfeZx9w,5,John H.,john,Male,Pizzeoli Wood Fired Pizza,4.5,63104,291,$$
451,1,CBWmYHLgtFrOJs7SCcQn0g,6_0lh9BFRblzluGUXcDUdw,3,Pete S.,pete,Female,Pizzeoli Wood Fired Pizza,4.5,63104,291,$$
452,0,CCgn9tqrqojxs6knwwANMw,fMzK1kiWl42vWYx_zqYjYQ,4,David K.,david,Female,Las Fuentes,3.5,63123,73,$$
453,1,CCgn9tqrqojxs6knwwANMw,61xYkdf0-tTnEVfPpu2L8A,1,Dean L.,dean,Male,Las Fuentes,3.5,63123,73,$$
454,0,CEsFAZp1pBf3sicoZa9AYw,9Oyg36D9dHwIK1o9NXUyfQ,5,Thomas F.,thomas,Female,London's Wing House,3.5,63133,21,$
455,2,CEsFAZp1pBf3sicoZa9AYw,Qm7TIA_4VxgvHnSUo7CvWw,2,Sinclair B.,sinclair,Female,London's Wing House,3.5,63133,21,$
456,0,CTvHlHQ4jzRO8gkkl4O8zQ,d0-AwfzO8MdSsGQru6y88w,5,John C.,john,Male,Pizzeria Tivoli,4.5,63109,165,$$
457,1,CTvHlHQ4jzRO8gkkl4O8zQ,ZCgUrnwZyjqitSyFFc2mKw,3,Elizabeth H.,elizabeth,Male,Pizzeria Tivoli,4.5,63109,165,$$
458,2,CTvHlHQ4jzRO8gkkl4O8zQ,xt1f5ifuMKpm4aLyXoToxw,5,Dan M.,dan,Female,Pizzeria Tivoli,4.5,63109,165,$$
459,1,CUxSddlUbqKiEiwFbHKwLQ,_jM-Y2VVtMoB2JzG5d4zsw,1,Meaghan M.,meaghan,Female,Paul's Market,4.0,63135,10,$$
460,2,CUxSddlUbqKiEiwFbHKwLQ,dB6aMG_8AzAYAkCRNEZ0RQ,5,Yvette L.,yvette,Female,Paul's Market,4.0,63135,10,$$
461,0,CYkrmWef7QQM-l-92DKiSA,qrv7DxRDtbtg4zb83OjN8Q,5,Tom C.,tom,Male,Wingtips Lounge,5.0,63145,40,$$
462,1,CYkrmWef7QQM-l-92DKiSA,FYgVwywKk7m3nsIMbZA37Q,5,Patrick L.,patrick,Male,Wingtips Lounge,5.0,63145,40,$$
463,0,Ct6pupk8Cy6sI2mrIzF7UA,KpiF9ZFiGWDv_Zia-mzB7Q,5,Melissa K.,melissa,Not Known,Chris' Pancake & Dining,4.0,63139,313,$
464,1,Ct6pupk8Cy6sI2mrIzF7UA,s92ZFWwcqD6H03pklPD3WQ,1,Deborah H.,deborah,Male,Chris' Pancake & Dining,4.0,63139,313,$
465,2,Ct6pupk8Cy6sI2mrIzF7UA,MoPmpO4SxvMg7jVJF59hgA,5,Zack G.,zack,Female,Chris' Pancake & Dining,4.0,63139,313,$
466,1,CueuRgYurL6IBGybuvQN6w,lc_PhXBfWFLu9Ses1hGOwg,4,Erik S.,erik,Male,The Village Bar,3.5,63131,114,$
467,2,CueuRgYurL6IBGybuvQN6w,pZeEX5eU6CF8TbJ-nzf8fw,1,Flip K.,flip,Male,The Village Bar,3.5,63131,114,$
468,0,DJFxBTBIgYErzKS5cA_LiQ,uQZGY0_jAP0ZHya1nnPZgg,5,Nikki R.,nikki,Female,Drunken Fish,4.0,63146,502,$$
469,1,DJFxBTBIgYErzKS5cA_LiQ,ur-INbnSsI6r7glWQ0iEpQ,2,Lauren D.,lauren,Male,Drunken Fish,4.0,63146,502,$$
470,0,DMlBzp6bs_f8WK8xQQvZWQ,yuu_4sdonotVFRqanZjtZA,5,Aaron S.,aaron,Female,Mariachis II Mexican Restaurant,4.5,63116,144,$$
472,1,DMlBzp6bs_f8WK8xQQvZWQ,Xs2OJlVjYr6mOcuXi_ETag,5,Sean J.,sean,Male,Mariachis II Mexican Restaurant,4.5,63116,144,$$
474,2,DMlBzp6bs_f8WK8xQQvZWQ,1MwFQTVSJ5LzKa-LSWM7FQ,4,Mary B.,mary,Female,Mariachis II Mexican Restaurant,4.5,63116,144,$$
476,0,DT_ZjeS2ZvBuzZvt9h48fg,y8tyatcdHJv2rLA5tCWCzA,4,Fontaine C.,fontaine,Female,Wonton King,4.0,63130,251,$$
478,1,DT_ZjeS2ZvBuzZvt9h48fg,zCoN60xUKNHxt7lWJG7pqA,2,Anna T.,anna,Male,Wonton King,4.0,63130,251,$$
480,2,DT_ZjeS2ZvBuzZvt9h48fg,vQc8vuPnn2opadg5nyG5lw,1,Susan T.,susan,Female,Wonton King,4.0,63130,251,$$
482,0,DfYamqDQNS1RnzeWjOcGPg,-9UrUPOdLDVjzrJCl5Xx0A,4,Deanna J.,deanna,Female,54th Street Grill & Bar,3.5,63126,125,$$
483,1,DfYamqDQNS1RnzeWjOcGPg,8Jr_wckWWTvXlMo1t3YWJA,4,Zach H.,zach,Female,54th Street Grill & Bar,3.5,63126,125,$$
484,2,DfYamqDQNS1RnzeWjOcGPg,B2A9OWsTtoNBAUaI_gqY3A,4,Hunter N.,hunter,Female,54th Street Grill & Bar,3.5,63126,125,$$
485,1,DkePId_VZgMx7skQ7aqMGw,mlPRihMjjPMJ5wMqYW--mw,4,Karen G.,karen,Male,Z E N Thai & Japanese Cuisine,4.0,63126,192,$$
487,2,DkePId_VZgMx7skQ7aqMGw,2coTYDis6I4G4aZMtVh5lw,4,Scott S.,scott,Male,Z E N Thai & Japanese Cuisine,4.0,63126,192,$$
489,0,DzVYXX8mc5x31BbaP8c0_Q,X4OVt-WFYvAOLSX5iSjI3g,5,Walter K.,walter,Male,Mac's Local Eats,4.5,63118,296,$$
490,0,EAIFPr1cHc9lWh_vVPvORw,66qp3pn8qYX0CWoTH9-uTw,5,Anthony A.,anthony,Male,Double D's Pizzeria,4.0,63128,63,$$
491,2,EAIFPr1cHc9lWh_vVPvORw,TR0nM5VS3kvubYLfXUapdQ,4,Brett F.,brett,Male,Double D's Pizzeria,4.0,63128,63,$$
492,1,EAJuEwjnR20epeASxXAC7A,Bt-zRYGZHTly7zE2Dia-wA,1,Staci B.,staci,Male,Imo's Pizza,2.5,63138,10,$
493,2,EAJuEwjnR20epeASxXAC7A,yfEk5Ihuxex0dX4ObBSgxw,3,Darla E.,darla,Male,Imo's Pizza,2.5,63138,10,$
494,1,EF_9W5s9lFSjv4forNxwng,8cArbXQwlPQjnW47MgLTDQ,4,Yuan C.,yuan,Male,Tai Ke,4.5,63132,246,$$
497,2,EF_9W5s9lFSjv4forNxwng,fRpdhRV89emRFc8otxeuRA,5,Sarah W.,sarah,Male,Tai Ke,4.5,63132,246,$$
500,0,EPXnaI6YQlmK5VUDAI0o7A,ZRRbK0fJBmqsMDL1UyCT_w,5,Elizabeth H.,elizabeth,Female,The Gyro Company,4.5,63109,188,$
501,1,EPXnaI6YQlmK5VUDAI0o7A,Wwoht_mYRqT_mN94GZOchw,4,Jessica G.,jessica,Male,The Gyro Company,4.5,63109,188,$
502,2,EPXnaI6YQlmK5VUDAI0o7A,N5EADQBIb-7N37JtBVDsjA,4,Stephen T.,stephen,Male,The Gyro Company,4.5,63109,188,$
503,0,EfXTQPiVBym_2KoG7-XeSw,GMVJliINVwK2Qma9Tg6WXw,5,Billy K.,billy,Female,Banh Mi So 1,4.0,63118,231,$
505,1,EfXTQPiVBym_2KoG7-XeSw,MCMXcdcF8KiGeJkcrHCzog,5,Leila G.,leila,Female,Banh Mi So 1,4.0,63118,231,$
507,2,EfXTQPiVBym_2KoG7-XeSw,3A0SBBbcS9JKptAE76KgrA,3,Monica J.,monica,Male,Banh Mi So 1,4.0,63118,231,$
509,0,El_2Cxuq4hxqrmlg_5nzzA,yYFd1ALB20FSkZ1HkoCXrw,5,Suzanne D.,suzanne,Male,Brasserie by Niche,4.5,63108,578,$$
514,1,El_2Cxuq4hxqrmlg_5nzzA,VXi5T3QB_CRyYCepJxndKQ,2,Toby M.,toby,Female,Brasserie by Niche,4.5,63108,578,$$
